fel.id,fel.file_id,user_glid,src_mcat_id,extracted_at,llm_extracted_json_masked
2097558,2114347,19232659,389,1970-01-01 00:00:00.000,"{""payment"": {""payment_mode"": ""cash"", ""payment_details"": ""Cash price discussed separately from tax-included price.""}, ""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Hot"", ""deal_readiness_reason"": ""Buyer is a regular reseller and wants photos to proceed with a bulk requirement.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer identifies as a reseller and discusses recurring bulk requirements of 100kg every two days."", ""evidence"": {""keywords"": [""Reseller"", ""Regular requirement""], ""order_type"": {""order_type_category"": ""recurring""}, ""repeat_buyer"": true, ""buyer_persona"": {""persona_detail"": ""Reseller"", ""persona_category"": ""wholesaler""}, ""quantity_scale"": ""High""}}, ""buyer_intent"": {""narrative"": ""Reseller looking for regular supply of copper strips and 1kg copper bars."", ""reasoning"": ""Buyer mentioned being a reseller with recurring requirements of 100kg every few days."", ""intent_level"": ""High""}, ""call_outcome"": {""category"": ""Pending"", ""conclusion_notes"": ""Waiting for photos on WhatsApp (Photo wagera kuch bhej sakte hai kya)""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""Can you send photos on WhatsApp?"", ""category"": ""Specifications"", ""sequence"": 1}], ""seller_queries"": []}, ""intended_application"": ""Retail Resale""}, ""products"": [{""price"": {""gst"": {""value"": 18, ""is_gst_included"": false}, ""value"": 1450, ""currency"": ""INR"", ""price_unit"": ""kg"", ""negotiation_notes"": ""Cash price mentioned as 1520."", ""buyer_price_reaction"": {""quote"": ""Thik hai"", ""category"": ""Accepted""}}, ""in_stock"": ""in stock"", ""specifications"": [{""name"": ""Size"", ""unit"": ""inch"", ""value"": ""1"", ""buyer_requested"": true, ""seller_mentioned"": false}, {""name"": ""Thickness"", ""unit"": ""gauge"", ""value"": ""30"", ""buyer_requested"": true, ""seller_mentioned"": false}], ""quantity_required"": {""unit"": ""kg"", ""value"": 20}, ""related_categories"": [{""name"": ""Copper Strips, Rod and Bars"", ""reason"": ""This general category covers copper strip products.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Copper Strip"", ""reason"": ""The buyer explicitly asked for 'copper strip' with specific dimensions.""}, ""seller_accepts_quantity"": true}, {""price"": {""value"": 1450, ""currency"": ""INR"", ""price_unit"": ""kg""}, ""in_stock"": ""in stock"", ""specifications"": [{""name"": ""Weight"", ""unit"": ""kg"", ""value"": ""1"", ""buyer_requested"": true, ""seller_mentioned"": false}], ""quantity_required"": {""unit"": ""kg"", ""value"": 100}, ""related_categories"": [{""name"": ""Copper Strips, Rod and Bars"", ""reason"": ""Copper bars fall under this category.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Copper Bar"", ""reason"": ""The buyer asked for 'copper bar' of 1kg weight.""}, ""seller_accepts_quantity"": true}], ""next_steps"": {""buyer_next_steps"": [""To check photos on WhatsApp""], ""seller_next_steps"": [""To share product photos on WhatsApp""]}, ""buyer_details"": {""buyer_name"": ""2c3827a002d7a48cd3ad594495f7a3c218094f2a58a81d39c9e513531e914ad5""}, ""seller_details"": {}}"
2106704,2123493,3043276,53096,1970-01-01 00:00:00.000,"{""lead_tag"": {""deal_blockers"": [{""detail"": ""Seller requires 1 ton; buyer only needs 20 kg."", ""category"": ""MOQ""}], ""deal_readiness"": ""Cold"", ""deal_readiness_reason"": ""Severe mismatch between requested quantity (20 kg) and minimum order requirement (1 ton).""}, ""metadata"": {""call_type"": {""type"": ""B2C"", ""reason"": ""The quantity requested (20 kg) is more suitable for a small retail/repair job rather than a commercial utility project, and the seller rejected it due to bulk MOQs."", ""evidence"": {""order_type"": {""order_type_category"": ""urgent""}, ""quantity_scale"": ""Low""}}, ""buyer_intent"": {""narrative"": ""Wants to purchase 20 kg of Weasel/Vessel conductor for a project in Noida."", ""reasoning"": ""Buyer has a specific size requirement and location, but the quantity is too small for the seller."", ""intent_level"": ""Medium""}, ""call_outcome"": {""category"": ""Lost"", ""conclusion_notes"": ""Seller refused to supply the requested 20 kg as their minimum order is 1 ton.""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""Is Vessel conductor available?"", ""category"": ""Availability"", ""sequence"": 1}, {""query"": ""What is the minimum order quantity?"", ""category"": ""Quantity"", ""sequence"": 4}], ""seller_queries"": [{""query"": ""20 kilometres or 20 kilograms?"", ""category"": ""Quantity"", ""sequence"": 2}, {""query"": ""Which location are you calling from?"", ""category"": ""Other"", ""sequence"": 3}]}, ""intended_application"": ""Electrical Transmission""}, ""products"": [{""in_stock"": ""not sold"", ""product_name"": ""Weasel Conductor (Vessel)"", ""specifications"": [{""name"": ""Conductive Material"", ""value"": ""ACSR"", ""buyer_requested"": true, ""seller_mentioned"": false}], ""quantity_required"": {""unit"": ""kg"", ""value"": 20}, ""related_categories"": [{""name"": ""ACSR Conductor"", ""reason"": ""Weasel and Moose are standard designations for specific sizes of ACSR conductors.""}, {""name"": ""Electrical Conductors"", ""reason"": ""This is a broad category for all conductive materials used in power transmission.""}], ""is_buyer_interested"": true, ""minimum_order_quantity"": {""unit"": ""ton"", ""value"": 1}, ""most_specific_category"": {""name"": ""Moose Conductor"", ""reason"": ""The seller explicitly identifies the requested ACCC Weasel/Vessel conductor as a Moose Conductor variant during the inquiry.""}, ""seller_accepts_quantity"": false}], ""next_steps"": {""buyer_next_steps"": [], ""seller_next_steps"": []}, ""buyer_details"": {""buyer_location"": {""buyer_city"": ""Noida""}}, ""seller_details"": {}}"
1200298,1214633,51498,135679,1970-01-01 00:00:00.000,"{""payment"": {}, ""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Specific brand and color requirement mentioned, waiting for price confirmation""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""Buyer is looking for industrial waste/rejected bags for regular supply which indicates B2B intent."", ""evidence"": {""order_type"": ""Bulk"", ""repeat_buyer"": true, ""buyer_persona"": ""Wholesaler or Recycler"", ""quantity_scale"": ""High""}}, ""buyer_intent"": {""narrative"": ""Wants to buy rejected/waste Amul plastic bags in green and red colors."", ""reasoning"": ""The buyer knows exactly which brand and type of waste material they want but is currently negotiating price."", ""intent_level"": ""Medium""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Gujarati"", ""English""], ""buyer_conclusion"": {""category"": ""Follow-up"", ""conclusion_notes"": ""Seller needs to check production plant for stock as it was closed (Plant bandh hai toh kal batata hoon)""}, ""primary_language"": ""Gujarati"", ""additional_details"": {""buyer_queries"": [{""query"": ""What is the rate for Amul rejected bags?"", ""category"": ""Price"", ""sequence"": 1}], ""seller_queries"": []}, ""intended_application"": ""Recycling or Resale""}, ""products"": [{""product_name"": ""Amul Bag (Green)"", ""specifications"": [{""name"": ""Brand"", ""value"": ""Amul""}, {""name"": ""Color"", ""value"": ""Green""}, {""name"": ""Condition"", ""value"": ""Waste / Rejection""}]}, {""product_name"": ""Amul Bag (Red)"", ""specifications"": [{""name"": ""Brand"", ""value"": ""Amul""}, {""name"": ""Color"", ""value"": ""Red""}, {""name"": ""Condition"", ""value"": ""Waste / Rejection""}]}], ""call_back"": ""callback by Tomorrow 10 AM - To inform about stock availability and rates"", ""next_steps"": {""buyer_next_steps"": [""To wait for a call from the seller regarding rates and stock""], ""seller_next_steps"": [""To check stock availability for rejected Amul bags at the production plant"", ""To confirm price for green and red bags"", ""To call the buyer by 10 AM tomorrow""]}, ""buyer_details"": {""buyer_name"": ""8677bf5fe07522f01a296367c4307d93399ee4e25db6f3dbdfbf3c828ff6fba8""}, ""seller_details"": {""seller_name"": ""f3352ec09a4eb5f7588d3ce4b882a5bf5ea6c94b9c39e28bc9958328adb7c44b""}, ""minimum_order_quantity"": {}}"
2619346,2636160,2734292,29670,1970-01-01 00:00:00.000,"{""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Hot"", ""deal_readiness_reason"": ""Required 5 liter of hydraulic oil initially for testing and then order more quantity.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer needs the product for reselling purposes and mentions placing a bulk order after a trial."", ""evidence"": {""keywords"": [""Commercial Project"", ""Resell""], ""order_type"": [""bulk"", ""recurring""], ""repeat_buyer"": true, ""buyer_persona"": {""persona_category"": ""retailer""}, ""quantity_scale"": ""High""}}, ""buyer_intent"": {""narrative"": ""Required 5 liter 46 grade hydraulic oil for reselling."", ""reasoning"": ""The buyer specifies the grade and quantity of 46 grade hydraulic oil."", ""intent_level"": ""High""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""The seller has shared the card on WhatsApp and requested the buyer to share their business card (Details share kardiye hai card share kar dena).""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""Is there any 5 liter bucket available?"", ""category"": ""Specifications"", ""sequence"": 3, ""answer_by_seller"": ""We have bucket and barrel.""}, {""query"": ""Can I get your business card?"", ""category"": ""Other"", ""sequence"": 5, ""answer_by_seller"": ""Yes, I have shared it on WhatsApp.""}], ""seller_queries"": [{""query"": ""How much quantity is required?"", ""category"": ""Quantity"", ""sequence"": 1, ""answer_by_buyer"": ""Required 5 liter.""}, {""query"": ""What is your WhatsApp number?"", ""category"": ""Other"", ""sequence"": 4, ""answer_by_buyer"": ""9953009183.""}, {""query"": ""Is it for reselling or use purpose?"", ""category"": ""Other"", ""sequence"": 6, ""answer_by_buyer"": ""For reselling purpose.""}]}, ""intended_application"": ""Retail Resale""}, ""products"": [{""in_stock"": ""in stock"", ""product_name"": ""Hydraulic Oil (46 Grade)"", ""specifications"": [{""name"": ""Grade"", ""value"": ""46"", ""buyer_requested"": true, ""seller_mentioned"": false}, {""name"": ""Packaging Type"", ""value"": ""Bucket"", ""buyer_requested"": true, ""seller_mentioned"": true}, {""name"": ""Packaging Type"", ""value"": ""Barrel"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""quantity_required"": {""unit"": ""liters"", ""value"": 5}, ""related_categories"": [{""name"": ""Industrial Oils"", ""reason"": ""Used in industrial applications.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Hydraulic Oils"", ""reason"": ""The buyer explicitly asked for hydraulic oils.""}, ""seller_accepts_quantity"": true}], ""next_steps"": {""buyer_next_steps"": [""To share business card""], ""seller_next_steps"": [""To share catalog on WhatsApp""]}, ""buyer_details"": {""buyer_mobile_number"": ""4299aaa2d64f817db14fd2a8c79da11adfc84067aa19346c8d867fafb13748db""}, ""seller_details"": {""seller_location"": {""seller_city"": ""Faridabad""}}}"
377728,381765,2701501,110734,1970-01-01 00:00:00.000,"{""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer is inquiring about a large quantity (4000 tiles) of 'Mona tiles' for supply to Mangalore, indicating a bulk or commercial purchase rather than a small retail transaction."", ""evidence"": {""order_type"": ""bulk"", ""buyer_persona"": ""customer"", ""quantity_scale"": ""High""}}, ""call_purpose"": ""requirement"", ""all_languages"": [""Kannada"", ""English""], ""primary_language"": ""Kannada""}, ""products"": [{""in_stock"": ""not sold"", ""product_name"": ""Mona Tiles"", ""specifications"": [{""name"": ""Color"", ""value"": ""Gray"", ""buyer_requested"": true, ""seller_mentioned"": false}], ""quantity_required"": {""unit"": ""tiles"", ""value"": 4000}, ""related_categories"": [{""name"": ""Cement Tiles"", ""reason"": ""Tiles can often be made of cement, and without further specifics, this is a possible related category.""}, {""name"": ""Ceramic Roof Tile"", ""reason"": ""Tiles can often be ceramic, and without further specifics, this is a possible related category.""}, {""name"": ""Clay Roof Tile"", ""reason"": ""Tiles can often be clay, and without further specifics, this is a possible related category.""}, {""name"": ""Concrete Roof Tiles"", ""reason"": ""Tiles can often be concrete, and without further specifics, this is a possible related category.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Roof Tiles"", ""reason"": ""The product is identified as 'Mona tiles', and 'tiles' in general, without further specifics, fits best into the 'Roof Tiles' category as a general type of tile from the provided options.""}}], ""next_steps"": {""buyer_next_steps"": [""To wait for seller's update""], ""seller_next_steps"": [""To check for suppliers of 'Mona tiles' in Mangalore and share their contact information with the buyer""]}, ""buyer_details"": {""buyer_location"": {""buyer_city"": ""Mangalore""}}, ""seller_details"": {""seller_location"": {""seller_city"": ""Pune"", ""seller_state"": ""Maharashtra""}}}"
377736,381773,2701501,110734,1970-01-01 00:00:00.000,"{""metadata"": {""all_languages"": [""English"", ""Hindi""], ""primary_language"": ""English""}, ""products"": [], ""next_steps"": {}, ""buyer_details"": {}, ""seller_details"": {""seller_location"": {""seller_city"": ""Pune""}}}"
2125528,2142318,24546861,69958,1970-01-01 00:00:00.000,"{""payment"": {""payment_details"": ""50% advance required before third-party testing and sealing the stock.""}, ""lead_tag"": {""deal_blockers"": [{""detail"": ""Seller requires 50% advance for third-party testing and stock sealing."", ""category"": ""Payment""}], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""The buyer has a large 50-ton requirement but needs third-party testing and samples first.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer is looking for a large bulk quantity of 50 tons for export purposes, which is a clear B2B transaction."", ""evidence"": {""keywords"": [""export"", ""50 tons"", ""third party testing"", ""advance payment""], ""order_type"": {""order_type_category"": ""bulk""}, ""buyer_persona"": {""persona_detail"": ""Exporter"", ""persona_category"": ""distributor""}, ""quantity_scale"": ""High""}}, ""buyer_intent"": {""narrative"": ""Seeking 50 tons of double polished turmeric finger with 2.5% curcumin for export from Bhubaneswar."", ""reasoning"": ""Buyer specified quantity, technical specs (curcumin %), and intent for export/third-party testing."", ""intent_level"": ""High""}, ""call_outcome"": {""category"": ""Pending"", ""conclusion_notes"": ""Awaiting catalog/details on WhatsApp before proceeding with sampling and testing.""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Odia"", ""English""], ""primary_language"": ""Odia"", ""additional_details"": {""buyer_queries"": [], ""seller_queries"": []}, ""intended_application"": ""Export Resale""}, ""products"": [{""price"": {""value"": 140, ""currency"": ""INR"", ""price_unit"": ""kg""}, ""product_name"": ""Double Polished Turmeric Finger"", ""specifications"": [{""name"": ""Polishing"", ""value"": ""Double Polished"", ""buyer_requested"": true, ""seller_mentioned"": true}, {""name"": ""Curcumin Content"", ""unit"": ""%"", ""value"": ""2.5"", ""buyer_requested"": true, ""seller_mentioned"": false}, {""name"": ""Form"", ""value"": ""Dried Whole"", ""buyer_requested"": true, ""seller_mentioned"": true}], ""quantity_required"": {""unit"": ""tonnes"", ""value"": 50}, ""related_categories"": [{""name"": ""Turmeric Products"", ""reason"": ""Turmeric fingers are a core product within the turmeric derivatives category.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Turmeric Finger"", ""reason"": ""The buyer specifically requested 'Turmeric Finger' for export purposes.""}, ""seller_accepts_quantity"": true}], ""next_steps"": {""buyer_next_steps"": [""To send a message on WhatsApp to the seller"", ""To prepare a quotation for the requirement""], ""seller_next_steps"": [""To share product details and location coordinates on WhatsApp""]}, ""buyer_details"": {""buyer_name"": ""713ea94034c1a3f079d35624e2874b6114deda0363a60daf0e027458f4de74fc"", ""buyer_location"": {""buyer_city"": ""Bhubaneswar"", ""buyer_state"": ""Odisha""}}, ""seller_details"": {""seller_name"": ""51635a1bcf0434c7e39a7d1c74439a3c8ad9b66627fd18fe6a964ffeabc3b3f5"", ""seller_location"": {""seller_city"": ""Phulbani"", ""seller_state"": ""Odisha""}}}"
1500011,1516784,13665628,42666,1970-01-01 00:00:00.000,"{""payment"": {}, ""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""The buyer has a specific business use case and is actively seeking a supplier for her soap business.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer is purchasing raw materials for her own manufacturing business (soap making), which typically involves recurring bulk orders."", ""evidence"": {""keywords"": [""Soap business"", ""Natural Loofah"", ""IndiaMART""], ""order_type"": {""order_type_category"": ""commercial""}, ""repeat_buyer"": true, ""buyer_persona"": {""persona_detail"": ""Soap Maker"", ""persona_category"": ""manufacturer""}}}, ""buyer_intent"": {""narrative"": ""Wants natural loofahs for a soap making business."", ""reasoning"": ""The buyer identifies her business use case (soap making) and specifically mentioned finding the company on IndiaMART for this requirement."", ""intent_level"": ""High""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""The buyer left a voicemail requesting a callback to discuss requirements (please contact me, I have a requirement).""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""Are you free to talk about natural loofah supplies?"", ""category"": ""Availability"", ""sequence"": 1}], ""seller_queries"": []}, ""intended_application"": ""Soap Manufacturing""}, ""products"": [{""in_stock"": ""in stock"", ""product_name"": ""Natural Loofah"", ""specifications"": [{""name"": ""Type"", ""value"": ""Natural"", ""buyer_requested"": true, ""seller_mentioned"": false}], ""related_categories"": [{""name"": ""Loofah Sponge"", ""reason"": ""Natural loofahs are a type of sponge derived from the luffa plant used in bathing.""}, {""name"": ""Bath Scrubbers"", ""reason"": ""Natural loofahs are primarily used as scrubbers in personal care.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Natural Loofah"", ""reason"": ""The buyer explicitly states a requirement for \""natural loofah\"" for her soap business.""}}], ""next_steps"": {""buyer_next_steps"": [""To wait for the seller to contact her regarding the loofah requirement.""], ""seller_next_steps"": [""To contact the buyer to discuss her natural loofah requirements for soap making.""]}, ""buyer_details"": {""buyer_name"": ""56e5d97cbacd0f96c2695e4a959c769491c9b3b47bfc06cd86f8da3f533699a1"", ""buyer_mobile_number"": ""aa111104c46ac108d84b91a1d42637eafeaf9ea309330cf2b995f9eddaf02f99""}, ""seller_details"": {""seller_name"": ""f3cce486ea320015c8e0ffae7cfda6bc2c449a8980b1fb4c632703a70a998246"", ""seller_mobile_number"": ""5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9""}}"
1500464,1517236,26627556,30613,1970-01-01 00:00:00.000,"{""lead_tag"": {""deal_blockers"": [{""detail"": ""Discrepancy between current quoted rates and advertised rates."", ""category"": ""Price""}], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Inquiry about prices and types of DOB for LED bulbs with detailed price negotiation regarding online ads.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer is inquiring about raw components (DOBs) for LED bulbs in multiple specifications, which suggests a manufacturing or assembly business (B2B)."", ""evidence"": {""keywords"": [""DOB"", ""9 watt"", ""12 watt"", ""SPD"", ""Connector type"", ""GST""], ""order_type"": {""order_type_category"": ""bulk""}, ""buyer_persona"": {""persona_detail"": ""Likely an assembler or manufacturer given the requirement for loose DOB components."", ""persona_category"": ""manufacturer""}}}, ""buyer_intent"": {""narrative"": ""Seeking prices for 9W and 12W DOB (Driver on Board) units for LED bulb manufacturing or repair."", ""reasoning"": ""The buyer is specifically asking for technical types (9W, 12W) and comparing prices with online advertisements."", ""intent_level"": ""Medium""}, ""call_outcome"": {""category"": ""Pending"", ""conclusion_notes"": ""The buyer expressed concern over price differences in ads (In your advertisement prices are different) and ended the call after finding the seller's location.""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""What is the pricing for 9 watt and 12 watt DOBs?"", ""category"": ""Pricing"", ""sequence"": 1}, {""query"": ""In the advertisement, the price is written as 4 or 6 rupees, why?"", ""category"": ""Pricing"", ""sequence"": 2}, {""query"": ""Do you manufacture these or import them?"", ""category"": ""Specifications"", ""sequence"": 3}], ""seller_queries"": [{""query"": ""Which wattage do you need? 9 watt or 12 watt?"", ""category"": ""Specifications"", ""sequence"": 0}]}, ""intended_application"": ""LED Bulb Assembly""}, ""products"": [{""price"": {""gst"": {""is_gst_included"": false}, ""value"": 10.75, ""currency"": ""INR"", ""price_unit"": ""piece"", ""buyer_price_reaction"": {""quote"": ""In your advertisement some other prices are written"", ""category"": ""Negotiating""}}, ""in_stock"": ""in stock"", ""product_name"": ""DOB (LED bulb 9 watt)"", ""specifications"": [{""name"": ""Wattage"", ""unit"": ""Watt"", ""value"": ""9"", ""buyer_requested"": true, ""seller_mentioned"": true}], ""related_categories"": [{""name"": ""AC LED Bulb"", ""reason"": ""DOB (Driver on Board) units are commonly used in standard AC LED bulbs.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""LED Bulb"", ""reason"": ""The buyer explicitly asked for DOBs (Driver on Board) for LED bulbs.""}}, {""price"": {""gst"": {""is_gst_included"": false}, ""value"": 17.5, ""currency"": ""INR"", ""price_unit"": ""piece""}, ""in_stock"": ""in stock"", ""product_name"": ""DOB (LED bulb 12 watt) - Connector Type"", ""specifications"": [{""name"": ""Wattage"", ""unit"": ""Watt"", ""value"": ""12"", ""buyer_requested"": true, ""seller_mentioned"": true}, {""name"": ""Type"", ""value"": ""Connector"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""related_categories"": [{""name"": ""AC LED Bulb"", ""reason"": ""It is an internal component for manufacturing or repairing AC LED bulbs.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""LED Bulb"", ""reason"": ""The discussion is centered around DOB modules for 12W LED bulbs.""}}, {""price"": {""gst"": {""is_gst_included"": false}, ""value"": 18.5, ""currency"": ""INR"", ""price_unit"": ""piece""}, ""in_stock"": ""in stock"", ""product_name"": ""DOB (LED bulb 12 watt) - SPD Type"", ""specifications"": [{""name"": ""Wattage"", ""unit"": ""Watt"", ""value"": ""12"", ""buyer_requested"": true, ""seller_mentioned"": true}, {""name"": ""Type"", ""value"": ""SPD"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""related_categories"": [{""name"": ""AC LED Bulb"", ""reason"": ""Component for building 12W LED lamps.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""LED Bulb"", ""reason"": ""A higher-spec DOB (SPD type) for 12W LED bulbs.""}}, {""price"": {""value"": 5.5, ""currency"": ""INR"", ""price_unit"": ""piece""}, ""in_stock"": ""in stock"", ""product_name"": ""Non-Guarantee Chinese DOB"", ""specifications"": [{""name"": ""Wattage"", ""unit"": ""Watt"", ""value"": ""9"", ""buyer_requested"": false, ""seller_mentioned"": true}, {""name"": ""Quality"", ""value"": ""Non-Guarantee"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""related_categories"": [{""name"": ""LED Bulb"", ""reason"": ""Low-cost electronic driver module for bulbs.""}], ""is_buyer_interested"": false, ""most_specific_category"": {""name"": ""Chinese LED Bulb"", ""reason"": ""Referred to as non-guarantee Chinese 9 watt DOB.""}}], ""next_steps"": {""buyer_next_steps"": [""To evaluate the rates discussed for 9W and 12W DOBs""], ""seller_next_steps"": [""To update or remove outdated advertisements with lower prices""]}, ""buyer_details"": {""buyer_name"": ""e28f287437f2222f4b78e43071170b14c92f4c193ae313ac56afd028974c277c""}, ""seller_details"": {""seller_name"": ""e5f3ec380c6aa620ce454f101b0e7f21c62483925f8ed12c1ae703b4f4f6a1e2""}}"
2635398,2652212,19232659,389,1970-01-01 00:00:00.000,"{""callback"": ""callback by Tomorrow 12 PM - To send catalog and confirm rates"", ""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Buyer is interested in 500 kg copper strips and shared contact for catalog. Negotiation might occur later. ""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""Buyer is looking for industrial quantity (500 kg) of copper strips directly from a manufacturer for business use."", ""evidence"": {""keywords"": [""Copper Patti"", ""Manufacturing"", ""Factory Unit""], ""order_type"": [""bulk"", ""commercial""], ""repeat_buyer"": false, ""quantity_scale"": ""High""}}, ""buyer_intent"": {""narrative"": ""Wants 500 kg of 25x3 copper patti and also interested in copper wire."", ""reasoning"": ""Buyer provided specific dimensions and quantity requirement."", ""intent_level"": ""High""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""Seller to send catalog on WhatsApp (Catalog bhej do, number note kar lo).""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""Where is your unit located?"", ""category"": ""Availability"", ""sequence"": 1}, {""query"": ""Is it a confirm plant?"", ""category"": ""Availability"", ""sequence"": 2}, {""query"": ""What is the rate for 25/3 copper patti for 500 kg and wire?"", ""category"": ""Pricing"", ""sequence"": 3}], ""seller_queries"": []}}, ""products"": [{""price"": {""gst"": {""value"": 18, ""is_gst_included"": false}, ""value"": 1340, ""currency"": ""INR"", ""price_unit"": ""kg"", ""buyer_price_reaction"": {""quote"": ""Theek hai bhai sahab."", ""category"": ""Accepted""}}, ""in_stock"": ""in stock"", ""product_name"": ""Copper Patti (Copper Strip)"", ""specifications"": [{""name"": ""Size"", ""value"": ""25x3"", ""buyer_requested"": true, ""seller_mentioned"": false}], ""quantity_required"": {""unit"": ""kg"", ""value"": 500}, ""related_categories"": [{""name"": ""Copper Flat Bar"", ""reason"": ""Copper strips of this size are often categorized as flat bars in industrial applications.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Copper Strip"", ""reason"": ""Buyer specifically asked for 'copper patti' which refers to copper strips with dimensions 25x3.""}, ""seller_accepts_quantity"": true}, {""in_stock"": ""in stock"", ""product_name"": ""Copper Wire"", ""related_categories"": [{""name"": ""Copper Rod"", ""reason"": ""Wire is often manufactured from copper rods.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Bare Copper Wire"", ""reason"": ""Buyer mentioned requirement for wire alongside copper patti.""}}], ""next_steps"": {""buyer_next_steps"": [""To review the catalog once received on WhatsApp""], ""seller_next_steps"": [""To share product catalog on WhatsApp""]}, ""buyer_details"": {""buyer_name"": ""882c45820c72fc317733a6fcdfd7fe258ebee7a4e9fb3cfa84232e58235b35aa""}, ""seller_details"": {""seller_location"": {""seller_city"": ""Talasari""}}}"
