user_glid,user_role,src_mcat_id,llm_extracted_json_masked,fel.created_at,eto_ofr_display_id,eto_ofr_approv_date_orig
249068718,BUYER,4167,"{""callback"": ""callback by Tomorrow 1 PM - To confirm stock (Kal ek baje call karta hun)"", ""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""The buyer has a specific business interest for their online shop but is currently at the stage of reviewing pricing and packaging details.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer is sourcing for an online business and needs a minimum quantity of 5000 pieces, indicating a commercial B2B transaction."", ""evidence"": {""order_type"": [""bulk"", ""commercial""], ""repeat_buyer"": true, ""quantity_scale"": ""High""}}, ""buyer_intent"": {""narrative"": ""The buyer is looking for diapers for an online business and is interested in bulk pricing and sizing details."", ""reasoning"": ""The buyer has a clear purpose (online business) and is asking about bulk quantities and packaging, though no immediate purchase commitment was made."", ""intent_level"": ""Medium""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""The seller will share detailed pricing and sizing information on WhatsApp (WhatsApp karva du aapko size wise sab ke alag rate hai).""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""How many pieces are in one packet?"", ""category"": ""Specifications"", ""sequence"": 1, ""answer_by_seller"": ""There are 75 pieces in one packet.""}, {""query"": ""What is the price for one pack?"", ""category"": ""Quantity"", ""sequence"": 2, ""answer_by_seller"": ""The minimum order is 5000 pieces.""}, {""query"": ""How many packs would 5000 pieces be?"", ""category"": ""Specifications"", ""sequence"": 3}], ""seller_queries"": [{""query"": ""Is this for domestic use or business?"", ""category"": ""Specifications"", ""sequence"": 4, ""answer_by_buyer"": ""It's for my online business.""}]}}, ""products"": [{""price"": {""price_unit"": ""piece""}, ""in_stock"": ""in stock"", ""product_name"": ""Diaper"", ""specifications"": [{""name"": ""Packaging"", ""unit"": ""pieces"", ""value"": ""75"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""related_categories"": [{""name"": ""Baby Care Products"", ""reason"": ""Diapers are a primary component of baby care product inventory.""}, {""name"": ""Disposable Baby Diapers"", ""reason"": ""Common B2B diaper inquiries often relate to disposable types for retail.""}], ""is_buyer_interested"": true, ""minimum_order_quantity"": {""unit"": ""pieces"", ""value"": 5000}, ""most_specific_category"": {""name"": ""Diaper"", ""reason"": ""The buyer specifically mentioned 'diaper' for his online business requirement.""}}], ""next_steps"": {""buyer_next_steps"": [""To review the price list and catalog sent by the seller on WhatsApp"", ""To confirm the required sizes and total quantity""], ""seller_next_steps"": [""To share the product catalog and size-specific price list on WhatsApp""]}, ""buyer_details"": {""buyer_name"": ""863498dfa3f35f634f532b3cab89b0f8b6baaf9a2a94722c52ca2ef44377efc2""}, ""seller_details"": {""seller_name"": ""ea27b9c5ec28243ad056cab8fa88ae2fbfa82378dda9e53c86df3c985f2336cd""}}",2026-07-30 14:51:13.634,148562961185,29/07/26
249068718,BUYER,4167,"{""callback"": ""callback by Tomorrow 5 PM - To finalize (Kal 5 baje call karta hoon)"", ""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""The buyer was asking for the quantities and price of the product and as the call was ended by the seller saying that she would clarify things on a later call.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The seller said that she doesn't do business for small quantities."", ""evidence"": {""keywords"": [""loose packing"", ""bundle""], ""order_type"": [""bulk""], ""repeat_buyer"": false, ""quantity_scale"": ""High""}}, ""buyer_intent"": {""narrative"": ""Mohammed is looking for diapers."", ""reasoning"": ""The buyer was inquiring about the price and quantity of the product and also said that he will call later to finalise."", ""intent_level"": ""Medium""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""The call was ended on the note of talking later. (Kal 5 baje call karta hoon)""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""What is the price of it?"", ""category"": ""Pricing"", ""sequence"": 1}, {""query"": ""How many will come in a bundle?"", ""category"": ""Quantity"", ""sequence"": 2}, {""query"": ""How many should I order?"", ""category"": ""Quantity"", ""sequence"": 4}], ""seller_queries"": [{""query"": ""How much do you want?"", ""category"": ""Availability"", ""sequence"": 3}]}}, ""products"": [{""price"": {""value"": 4.5, ""currency"": ""INR"", ""price_unit"": ""piece""}, ""in_stock"": ""in stock"", ""product_name"": ""Diaper"", ""specifications"": [{""name"": ""Type"", ""value"": ""loose"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""quantity_required"": {""unit"": ""bundle"", ""value"": 10}, ""related_categories"": [{""name"": ""Diaper"", ""reason"": ""General term for absorbent underwear for hygiene.""}], ""is_buyer_interested"": true, ""minimum_order_quantity"": {""unit"": ""pieces"", ""value"": 75}, ""most_specific_category"": {""name"": ""Diaper"", ""reason"": ""The speakers are talking about diapers.""}, ""seller_accepts_quantity"": true}, {""price"": {""value"": 4.5, ""currency"": ""INR"", ""price_unit"": ""piece""}, ""in_stock"": ""in stock"", ""product_name"": ""Bundle Diaper"", ""specifications"": [{""name"": ""Type"", ""value"": ""Bundle"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""quantity_required"": {""unit"": ""bundle"", ""value"": 10}, ""related_categories"": [{""name"": ""Diaper"", ""reason"": ""General term for absorbent underwear for hygiene.""}], ""is_buyer_interested"": true, ""minimum_order_quantity"": {""unit"": ""pieces"", ""value"": 75}, ""most_specific_category"": {""name"": ""Diaper"", ""reason"": ""The speakers are talking about diapers.""}, ""seller_accepts_quantity"": true}], ""next_steps"": {""buyer_next_steps"": [""To call again tomorrow.""], ""seller_next_steps"": [""To call the buyer back.""]}, ""buyer_details"": {""buyer_name"": ""863498dfa3f35f634f532b3cab89b0f8b6baaf9a2a94722c52ca2ef44377efc2"", ""buyer_mobile_number"": ""e7989267960d2b2add1fd2027fea9efdc9efab5b7f2ecbe6d45be2f8850f408c""}, ""seller_details"": {""seller_name"": ""602d3d0ab5e96a205221e5a0ea2e85b4d8aee8562a064533e95591f94d2df19e""}}",2026-07-30 14:49:14.351,148562961185,29/07/26
272370336,BUYER,190333,"{""callback"": ""callback by Tomorrow 10 AM - To discuss more (Kal das baje call karta hoon)"", ""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Buyer is looking for a cricket bat and shared his number for further discussion tomorrow morning at 10 AM. Wait for further update tomorrow morning at 10 AM. Let me know if you need anything else. Thank you for your inquiry. we will get back to you soon. Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :) Have a great day! :)""}, ""buyer_details"": {""buyer_name"": ""e20383708e67d5f9bf1c03944bf191d1d5bee069e05d9dff453cbfdbcb37de02""}}",2026-07-30 13:37:34.586,148499738785,29/07/26
249068718,BUYER,4167,"{""payment"": {}, ""callback"": ""callback by [Specific time/day] - [Context]"", ""lead_tag"": {""deal_blockers"": [{""detail"": ""Small order size mentioned by buyer but potentially higher scale discussed"", ""category"": ""Other""}], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Buyer expressed specific interest in newborn diapers and shared a quantity estimate but needs details on WhatsApp to finalize.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The conversation involves large quantities (10 bags of 4500 pieces) and price per piece discussions, indicating a B2B reselling or wholesale context."", ""evidence"": {""keywords"": [""Newborn baby"", ""IndiaMART"", ""Bulk supply""], ""order_type"": [""bulk"", ""commercial""], ""repeat_buyer"": true, ""quantity_scale"": ""High""}}, ""buyer_intent"": {""narrative"": ""Wants to purchase diapers for a newborn baby and is inquiring about size, quantity per pack, and pricing."", ""reasoning"": ""Buyer proactively called for a specific product found on IndiaMART, mentioned quantity, and asked for size availability."", ""intent_level"": ""Medium""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""Will share photos and pricing details on WhatsApp (WhatsApp pe share karta hoon photo aur price).""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""What sizes are available?"", ""category"": ""Specifications"", ""sequence"": 1}, {""query"": ""What is the price of the product?"", ""category"": ""Pricing"", ""sequence"": 3}, {""query"": ""What is the total price for 10 packs?"", ""category"": ""Pricing"", ""sequence"": 5}], ""seller_queries"": [{""query"": ""What size do you need?"", ""category"": ""Quantity"", ""sequence"": 2}, {""query"": ""Is it for home use or for sale?"", ""category"": ""Specifications"", ""sequence"": 4}]}, ""intended_application"": ""Commercial Resale""}, ""products"": [{""price"": {""value"": 4.26, ""currency"": ""INR"", ""price_unit"": ""piece"", ""buyer_price_reaction"": {""quote"": ""Okay"", ""category"": ""Accepted""}}, ""in_stock"": ""in stock"", ""product_name"": ""Baby Diaper (Newborn)"", ""specifications"": [{""name"": ""Pack Size"", ""unit"": ""piece"", ""value"": ""75"", ""buyer_requested"": false, ""seller_mentioned"": true}, {""name"": ""Packaging Type"", ""value"": ""Jumbo Transparent Loose Packing"", ""buyer_requested"": false, ""seller_mentioned"": true}, {""name"": ""Size"", ""value"": ""Newborn"", ""buyer_requested"": true, ""seller_mentioned"": true}, {""name"": ""Bag Configuration"", ""value"": ""6 packs per bag"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""quantity_required"": {""unit"": ""pieces"", ""value"": 4500}, ""related_categories"": [{""name"": ""Disposable Baby Diapers"", ""reason"": ""The product is a single-use diaper for infants.""}, {""name"": ""Baby Care Products"", ""reason"": ""Diapers fall under the broader category of baby care supplies.""}], ""is_buyer_interested"": true, ""minimum_order_quantity"": {""unit"": ""bags"", ""value"": 10}, ""most_specific_category"": {""name"": ""Baby Diapers"", ""reason"": ""The buyer specifically requested diapers for a newborn baby.""}, ""seller_accepts_quantity"": true}], ""next_steps"": {""buyer_next_steps"": [""To review photos and price list on WhatsApp"", ""To confirm the order quantity after checking details""], ""seller_next_steps"": [""To share product photos on WhatsApp"", ""To send the full price list for 10 bags to the buyer""]}, ""buyer_details"": {""buyer_name"": ""863498dfa3f35f634f532b3cab89b0f8b6baaf9a2a94722c52ca2ef44377efc2""}, ""seller_details"": {""seller_name"": ""ea27b9c5ec28243ad056cab8fa88ae2fbfa82378dda9e53c86df3c985f2336cd""}}",2026-07-30 11:44:53.968,148562961185,29/07/26
272370336,BUYER,190333,"{""callback"": ""callback by Today - To share product pictures on WhatsApp (Theek hai WhatsApp kar do)"", ""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Buyer has expressed interest in a single unit but is currently only asking for photos to decide. ""}, ""metadata"": {""call_type"": {""type"": ""B2C"", ""reason"": ""The buyer only requested a single unit for personal use, which characteristic of a B2C transaction."", ""evidence"": {""order_type"": [""one-time""], ""repeat_buyer"": false, ""buyer_persona"": {""persona_category"": ""end_consumer""}, ""quantity_scale"": ""Low""}}, ""buyer_intent"": {""narrative"": ""Wants to buy a single cricket bat and is asking for product images on WhatsApp."", ""reasoning"": ""The buyer has a specific requirement for one unit but is still in the process of viewing the product images before committing."", ""intent_level"": ""Medium""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""Buyer will check photos on WhatsApp (Ek baar photo bhej do main dekhta hoon)""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""Do you have cricket bats?"", ""category"": ""Availability"", ""sequence"": 1, ""answer_by_seller"": ""Yes, I have it. (Hain behiya)""}, {""query"": ""Can you send me some photos on WhatsApp?"", ""category"": ""Specifications"", ""sequence"": 3, ""answer_by_seller"": ""Write down my number. (Ek baar number note karo)""}], ""seller_queries"": [{""query"": ""How many bats do you need?"", ""category"": ""Quantity"", ""sequence"": 2, ""answer_by_buyer"": ""I need only one bat. (Ek chahiye)""}]}}, ""products"": [{""in_stock"": ""in stock"", ""product_name"": ""Cricket Bat"", ""specifications"": [], ""quantity_required"": {""unit"": ""pieces"", ""value"": 1}, ""related_categories"": [{""name"": ""Wooden Cricket Bat"", ""reason"": ""Cricket bats are traditionally made of wood.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Cricket Bat"", ""reason"": ""The buyer specifically asked for a 'bat' and intended to use it for cricket.""}, ""seller_accepts_quantity"": true}], ""next_steps"": {""buyer_next_steps"": [""To check product photos on WhatsApp""], ""seller_next_steps"": [""To send product photos to the buyer on WhatsApp""]}, ""buyer_details"": {""buyer_name"": ""e20383708e67d5f9bf1c03944bf191d1d5bee069e05d9dff453cbfdbcb37de02""}, ""seller_details"": {""seller_name"": ""4e04d109a3a7a0460ad2dfd95a4f0faa145f3249bee9f371f8204d16c01d4921""}}",2026-07-30 11:37:44.415,148499738785,29/07/26
266659138,BUYER,187709,"{""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Specific technical details and quantities were discussed, and communication has moved to WhatsApp for catalog sharing.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer is procuring replacement industrial membranes for an existing plant setup. While the product is industrial (4040), the quantity is small."", ""evidence"": {""keywords"": [""RO Plant"", ""4040 Membrane""], ""order_type"": [""commercial""], ""buyer_persona"": {""persona_detail"": ""Plant Operator"", ""persona_category"": ""end_consumer""}, ""quantity_scale"": ""Low""}}, ""buyer_intent"": {""narrative"": ""Wants to purchase 3 pieces of 4040 membranes for their plant in Gaya, Bihar."", ""reasoning"": ""The buyer provided specific size requirements (4040), quantity (3 pieces), and confirmed they need it for their plant."", ""intent_level"": ""High""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""The seller is sending details and photos on WhatsApp for the buyer to review (WhatsApp pe detail share kar deta hoon ek baar aap check karke inform kariye).""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""I need to take membrane."", ""category"": ""Specifications"", ""sequence"": 1, ""answer_by_seller"": ""Which size do you need, 4040 or 8040?""}], ""seller_queries"": [{""query"": ""From where are you speaking?"", ""category"": ""Location"", ""sequence"": 2, ""answer_by_buyer"": ""Gaya, Bihar.""}, {""query"": ""How many quantity do you need?"", ""category"": ""Quantity"", ""sequence"": 3, ""answer_by_buyer"": ""I need 3 pieces.""}, {""query"": ""Is it for your plant?"", ""category"": ""Other"", ""sequence"": 4, ""answer_by_buyer"": ""Yes.""}]}, ""intended_application"": ""Plant Filtration""}, ""products"": [{""product_name"": ""Membrane (4040)"", ""specifications"": [{""name"": ""Size"", ""value"": ""4040"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""quantity_required"": {""unit"": ""pieces"", ""value"": 3}, ""related_categories"": [{""name"": ""Industrial RO Membranes"", ""reason"": ""The 4040 size is standard for industrial scale reverse osmosis systems.""}, {""name"": ""Reverse Osmosis Plant Parts"", ""reason"": ""Membranes are a critical component/part of any reverse osmosis plant.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""RO Membranes"", ""reason"": ""The buyer specifically requested 'membrane' and clarified the 4040 sizing during the call.""}, ""seller_accepts_quantity"": true}], ""next_steps"": {""buyer_next_steps"": [""To check product details and photographs on WhatsApp""], ""seller_next_steps"": [""To share product details and photographs on WhatsApp""]}, ""buyer_details"": {""buyer_name"": ""b429f4e65c8bbdb827bd324c5b65aa72a07a6bccf3e861c5e4ceac5b888aad0d"", ""buyer_location"": {""buyer_city"": ""Gaya"", ""buyer_state"": ""Bihar""}}, ""seller_details"": {}}",2026-07-30 09:55:22.325,148563169395,29/07/26
56567411,BUYER,142377,"{""callback"": ""callback by Tomorrow - To discuss further"", ""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Buyer is expressing interest and planning to connect on WhatsApp for next steps.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer is inquiring about industrial rolls for potential business use."", ""evidence"": {""order_type"": [""commercial""], ""repeat_buyer"": false}}, ""buyer_intent"": {""narrative"": ""Looking for yellow reflector roll and requested price and details on WhatsApp."", ""reasoning"": ""The buyer has a specific product in mind and wants to continue the conversation on WhatsApp."", ""intent_level"": ""Medium""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""Seller and buyer agreed to connect on WhatsApp (Kal WhatsApp pe baat karte hain).""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""Is yellow color reflector roll available?"", ""category"": ""Availability"", ""sequence"": 1, ""answer_by_seller"": ""The seller confirmed they have it.""}], ""seller_queries"": [{""query"": ""What is your WhatsApp number?"", ""category"": ""Other"", ""sequence"": 2, ""answer_by_buyer"": ""The buyer shared the seller's number with a colleague.""}]}}, ""products"": [{""in_stock"": ""in stock"", ""product_name"": ""Yellow Reflector Roll"", ""specifications"": [{""name"": ""Color"", ""value"": ""Yellow"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""related_categories"": [{""name"": ""Vinyl Roll"", ""reason"": ""Reflector rolls are often a type of vinyl roll used for signs and safety.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Reflective Films"", ""reason"": ""The product is specifically mentioned as a reflector roll.""}}], ""next_steps"": {""buyer_next_steps"": [""To send a message on WhatsApp""], ""seller_next_steps"": [""To share product details and pricing on WhatsApp""]}, ""buyer_details"": {""buyer_name"": ""e5fe96844c12f224fd6714e6719e4c764773c374eebf1a3987bfc8aab558c7f3""}, ""seller_details"": {""seller_name"": ""3caeb1fe9939783e2a8f3649df883ff935b2e4bfa66cd08bc258e169f686d692""}}",2026-07-30 08:38:17.644,148509930759,29/07/26
56567411,BUYER,142377,"{""payment"": {}, ""lead_tag"": {""deal_blockers"": [{""detail"": ""Seller only sells machines, not rolls"", ""category"": ""Availability""}], ""deal_readiness"": ""Cold"", ""deal_readiness_reason"": ""Seller does not deal in the specific component requested by the buyer""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""Direct inquiry for a specific industrial material (reflector roll), though categorizable as B2B, the deal was lost due to product mismatch."", ""evidence"": {""keywords"": [""Reflector Roll"", ""Sticker Roll""], ""repeat_buyer"": false}}, ""buyer_intent"": {""narrative"": ""Buyer is looking for yellow reflector sticker rolls."", ""reasoning"": ""Buyer has a specific product in mind with color and material details but the seller does not stock it."", ""intent_level"": ""Medium""}, ""call_outcome"": {""category"": ""Lost"", ""conclusion_notes"": ""Seller confirmed they only deal in machines and not rolls (Roll sigalla machine ashte sigodu)""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Kannada"", ""English""], ""primary_language"": ""Kannada"", ""additional_details"": {""buyer_queries"": [{""query"": ""Do you have yellow color reflector rolls?"", ""category"": ""Availability"", ""sequence"": 1, ""answer_by_seller"": ""No, we only have the machine, not the roll""}], ""seller_queries"": [{""query"": ""What do you need?"", ""category"": ""Specifications"", ""sequence"": 2, ""answer_by_buyer"": ""Yellow color reflector sticker roll""}]}}, ""products"": [{""in_stock"": ""not sold"", ""product_name"": ""Yellow Reflector Roll (Sticker Roll)"", ""specifications"": [{""name"": ""Color"", ""value"": ""Yellow"", ""buyer_requested"": true, ""seller_mentioned"": false}, {""name"": ""Type"", ""value"": ""Sticker Roll"", ""buyer_requested"": true, ""seller_mentioned"": false}], ""related_categories"": [{""name"": ""Vinyl Roll"", ""reason"": ""Sticker rolls are often made of vinyl material.""}, {""name"": ""Adhesive Film"", ""reason"": ""The buyer mentioned it as a sticker, implying adhesive properties.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Reflective Films"", ""reason"": ""The buyer specifically asked for reflector sticker rolls which are used for reflection and visibility.""}}, {""in_stock"": ""in stock"", ""product_name"": ""Machine"", ""specifications"": [], ""related_categories"": [{""name"": ""Lamination Materials"", ""reason"": ""Related to the process of using rolls and films.""}], ""is_buyer_interested"": false, ""most_specific_category"": {""name"": ""DTF Printer"", ""reason"": ""Seller mentions dealing in the machines related to printing/lamination.""}}], ""next_steps"": {""buyer_next_steps"": [], ""seller_next_steps"": []}, ""buyer_details"": {""buyer_name"": ""863498dfa3f35f634f532b3cab89b0f8b6baaf9a2a94722c52ca2ef44377efc2""}, ""seller_details"": {""seller_name"": ""28549b999088b639bab5d1643721431d00edebb01a5ea46f2f080bc408d587a5""}}",2026-07-30 08:35:27.139,148509930759,29/07/26
56567411,BUYER,142377,"{""payment"": {}, ""callback"": ""callback by Tomorrow 10 AM - To discuss alternative colors if yellow is not restocked"", ""lead_tag"": {""deal_blockers"": [{""detail"": ""Yellow color reflective film is not in stock with the seller."", ""category"": ""Availability""}], ""deal_readiness"": ""Cold"", ""deal_readiness_reason"": ""The seller explicitly stated they do not have the requested yellow color product in stock.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer was asking for a specific color of reflective film but did not specify quantity or business context; however, common usage of such films often spans both retail and small business needs. Lack of bulk detail leans towards B2B research that failed due to stock."", ""evidence"": {""keywords"": [""Reflective Film"", ""Yellow Color""], ""order_type"": [""other""], ""quantity_scale"": ""Low""}}, ""buyer_intent"": {""narrative"": ""The buyer is looking for specific yellow or lemon yellow reflective film."", ""reasoning"": ""The buyer specified a particular color and brand interest but disengaged when told it was unavailable."", ""intent_level"": ""Medium""}, ""call_outcome"": {""category"": ""Lost"", ""conclusion_notes"": ""Seller does not have yellow color in stock (Yellow nahi hai).""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""Do you have yellow color reflective film available?"", ""category"": ""Availability"", ""sequence"": 1}], ""seller_queries"": []}}, ""products"": [{""in_stock"": ""out of stock"", ""product_name"": ""Yellow Reflective Film"", ""specifications"": [{""name"": ""Color"", ""value"": ""Yellow"", ""buyer_requested"": true, ""seller_mentioned"": false}, {""name"": ""Color Variation"", ""value"": ""Lemon Yellow"", ""buyer_requested"": true, ""seller_mentioned"": false}], ""related_categories"": [{""name"": ""Vinyl Films"", ""reason"": ""Reflective films are often categorized under vinyl film products.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Reflective Films"", ""reason"": ""The buyer specifically inquired about yellow color reflective films.""}}], ""next_steps"": {""buyer_next_steps"": [], ""seller_next_steps"": []}, ""buyer_details"": {""buyer_name"": ""863498dfa3f35f634f532b3cab89b0f8b6baaf9a2a94722c52ca2ef44377efc2"", ""buyer_mobile_number"": ""a99445b62800d735a6d2a49ef5ddc245a90536524881b2980944cce5b7667a64""}, ""seller_details"": {""seller_name"": ""310fbf88a1c795591e58f6a2c7a6dd5635e3477a84912ac20af85a1a4380bcea"", ""seller_mobile_number"": ""6e68f0f2181fe2b8bc0aa17dda6a70fb0385cab4d8a21d772b7f4a18f61188f1""}}",2026-07-30 08:28:52.114,148509930759,29/07/26
56567411,BUYER,142377,"{""callback"": ""callback by Tomorrow 5 PM - To finalize price and quantity (Kal 5 baje baat karte hai detail mein)"", ""lead_tag"": {""deal_blockers"": [{""detail"": ""Seller needs to check stock of lemon yellow shade"", ""category"": ""Availability""}], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Buyer has specific application for school bags but need to confirm color availability before ordering""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer is looking for specific heat transfer film for school bag manufacturing, indicating a commercial B2B requirement for production."", ""evidence"": {""order_type"": [""commercial"", ""bulk""], ""repeat_buyer"": true, ""quantity_scale"": ""High""}}, ""buyer_intent"": {""narrative"": ""Wants lemon yellow heat transfer film for school bag production in bulk"", ""reasoning"": ""Buyer specified the substrate (fabric school bags) and the specific color (lemon yellow) indicating clear production requirement"", ""intent_level"": ""High""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""Will discuss details tomorrow at 5 PM (Kal 5 baje baat karte hai)""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""Is yellow color heat transfer film available?"", ""category"": ""Availability"", ""sequence"": 1}], ""seller_queries"": [{""query"": ""Do you need it for vehicles or normal use?"", ""category"": ""Specifications"", ""sequence"": 2}, {""query"": ""What is the application?"", ""category"": ""Specifications"", ""sequence"": 3}]}, ""intended_application"": ""School Bag Production""}, ""products"": [{""in_stock"": ""in stock"", ""product_name"": ""Lemon Yellow Heat Transfer Film (Reflector)"", ""specifications"": [{""name"": ""Color"", ""value"": ""Lemon Yellow"", ""buyer_requested"": true, ""seller_mentioned"": true}, {""name"": ""Application"", ""value"": ""Fabric / School Bags"", ""buyer_requested"": false, ""seller_mentioned"": true}, {""name"": ""Type"", ""value"": ""Reflector"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""related_categories"": [{""name"": ""Vinyl Roll"", ""reason"": ""Heat transfer films are often supplied in roll form for bulk production.""}, {""name"": ""Heat Transfer Sticker"", ""reason"": ""Used creating stickers on fabrics via heat application.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Heat Transfer Film"", ""reason"": ""The product is explicitly identified as heat transfer vinyl/film for fabric application.""}}], ""next_steps"": {""buyer_next_steps"": [""To discuss final quantity and pricing during follow up call""], ""seller_next_steps"": [""To check stock of lemon yellow heat transfer film specifically for fabric application"", ""To call back at 5 PM tomorrow""]}, ""buyer_details"": {""buyer_name"": ""863498dfa3f35f634f532b3cab89b0f8b6baaf9a2a94722c52ca2ef44377efc2"", ""buyer_mobile_number"": ""a99445b62800d735a6d2a49ef5ddc245a90536524881b2980944cce5b7667a64""}, ""seller_details"": {""seller_name"": ""310fbf88a1c795591e58f6a2c7a6dd5635e3477a84912ac20af85a1a4380bcea""}}",2026-07-30 08:27:48.339,148509930759,29/07/26
