fel.id,fel.file_id,user_glid,src_mcat_id,extracted_at,llm_extracted_json_masked
2612350,2629167,4627372,77975,1970-01-01 00:00:00.000,"{""callback"": ""callback by Today - To follow up on the 30W LED driver offer (30 watt no LED driver ni offer mate vaat thai ti)"", ""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Buyer is following up on a specific offer for 30W LED drivers and has taken down a direct contact number for further discussion.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer is inquiring about a specific wattage LED driver (30W) in the context of a business offer, which is typical for B2B lighting component procurement."", ""evidence"": {""keywords"": [""30W LED Driver"", ""Offer""], ""order_type"": [""commercial"", ""bulk""], ""repeat_buyer"": false}}, ""buyer_intent"": {""narrative"": ""Wants to discuss a specific offer for 30W LED drivers."", ""reasoning"": ""The buyer specifically called to follow up on a previously discussed offer for a 30W LED driver, indicating serious purchase intent."", ""intent_level"": ""High""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""Buyer noted down another number to discuss the offer further (A number note down karo na).""}, ""call_purpose"": ""followup"", ""all_languages"": [""Gujarati"", ""English""], ""primary_language"": ""Gujarati"", ""additional_details"": {""buyer_queries"": [{""query"": ""Is this the correct number for the 30W LED driver offer?"", ""category"": ""Other"", ""sequence"": 1}], ""seller_queries"": [{""query"": ""Can you note down this number for the offer?"", ""category"": ""Other"", ""sequence"": 2}]}}, ""products"": [{""in_stock"": ""in stock"", ""product_name"": ""30W LED Driver"", ""specifications"": [{""name"": ""Power"", ""unit"": ""W"", ""value"": ""30"", ""buyer_requested"": false, ""seller_mentioned"": false}], ""related_categories"": [{""name"": ""AC-DC LED Drivers"", ""reason"": ""30W LED drivers are typically AC-DC power supplies used for lighting.""}, {""name"": ""Lighting Component"", ""reason"": ""An LED driver is a fundamental component for lighting systems.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""LED Driver"", ""reason"": ""The buyer explicitly mentions an interest in an 'LED driver' with a specific 30W rating.""}}], ""next_steps"": {""buyer_next_steps"": [""To call the provided number to discuss the 30W LED driver offer""], ""seller_next_steps"": [""To provide details on the 30W LED driver offer when the buyer calls back""]}, ""buyer_details"": {""buyer_name"": ""0a7cb27e52927eacabbb7ecc738b0fea50b3967945257c43a67eb753cb465bd0""}, ""seller_details"": {}}"
18510,18512,11594699,80226,1970-01-01 00:00:00.000,"{""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer is a shop keeper in Chennai looking to purchase blouses for their newly started shop. They initially ask for 50 pieces as a trial, indicating a B2B transaction with potential for future bulk orders if satisfied with the competitive prices and quality."", ""evidence"": {""keywords"": [""shop""], ""order_type"": ""trial"", ""repeat_buyer"": false, ""buyer_persona"": ""shop keeper"", ""quantity_scale"": ""High""}}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi""}, ""products"": [{""in_stock"": ""in stock"", ""product_name"": ""Stretchable blouse (Lycra material)"", ""specifications"": [{""name"": ""Material"", ""value"": ""Lycra"", ""buyer_requested"": true, ""seller_mentioned"": false}, {""name"": ""Design Type"", ""value"": ""Kalamkari printed"", ""buyer_requested"": true, ""seller_mentioned"": false}, {""name"": ""Style"", ""value"": ""Designer wear"", ""buyer_requested"": true, ""seller_mentioned"": false}, {""name"": ""Size"", ""value"": ""Triple XL"", ""buyer_requested"": true, ""seller_mentioned"": false}], ""quantity_required"": {""unit"": ""pieces"", ""value"": 50}, ""related_categories"": [{""name"": ""Blouses"", ""reason"": ""The product is a type of blouse.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Stretchable Blouse"", ""reason"": ""The buyer explicitly asks for 'stretchable blouses' made of 'Lycra material' which indicates 'Stretchable Blouse' as the most specific category.""}}, {""in_stock"": ""in stock"", ""product_name"": ""Stretchable blouse (Lycra material)"", ""specifications"": [{""name"": ""Material"", ""value"": ""Lycra"", ""buyer_requested"": true, ""seller_mentioned"": false}, {""name"": ""Design Type"", ""value"": ""Kalamkari printed"", ""buyer_requested"": true, ""seller_mentioned"": false}, {""name"": ""Style"", ""value"": ""Designer wear"", ""buyer_requested"": true, ""seller_mentioned"": false}, {""name"": ""Size"", ""value"": ""Four XL"", ""buyer_requested"": true, ""seller_mentioned"": false}], ""quantity_required"": {""unit"": ""pieces"", ""value"": 50}, ""related_categories"": [{""name"": ""Blouses"", ""reason"": ""The product is a type of blouse.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Stretchable Blouse"", ""reason"": ""The buyer explicitly asks for 'stretchable blouses' made of 'Lycra material' which indicates 'Stretchable Blouse' as the most specific category.""}}], ""next_steps"": {""buyer_next_steps"": [""To send a 'Hi' message on WhatsApp"", ""To purchase the blouses if the designs and prices are competitive""], ""seller_next_steps"": [""To share blouse designs on WhatsApp"", ""To provide competitive pricing for the blouses""]}, ""buyer_details"": {""buyer_name"": ""10df922cec7e31a6a68593636846df224c991fbe8039257a4f8c706ea295c789"", ""buyer_location"": {""buyer_city"": ""Chennai""}}, ""seller_details"": {""seller_name"": ""eb2a27e815933025f8a75e760a2efd847ebf3889d302e155efaa98bee577c379"", ""seller_location"": {""seller_city"": ""Jaipur"", ""seller_state"": ""Rajasthan""}, ""seller_mobile_number"": ""7fbf5e65d5f51d549c7174b7f1a7cdb10d0efeb14760eb4ac7531677787b527c""}}"
2618248,2635061,2490132,10747,1970-01-01 00:00:00.000,"{""payment"": {}, ""callback"": ""callback by Today - Before evening (Aaj hi evening se pehle call karta hoon)"", ""lead_tag"": {""deal_blockers"": [{""detail"": ""Seller explicitly stated they do not have the requested 3/4 inch size."", ""category"": ""Availability""}], ""deal_readiness"": ""Cold"", ""deal_readiness_reason"": ""Hard blocker as the seller does not stock the specific size requested by the buyer.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""Buyer requested a specific quantity (100 pieces) of a standard hardware component, but since it's a specific size requirement for a potential business use, it leans B2B."", ""evidence"": {""keywords"": [""SS Wire Clamp"", ""3/4 inch"", ""100 pieces""], ""order_type"": [""bulk""], ""quantity_scale"": ""Low""}}, ""buyer_intent"": {""narrative"": ""Looking for 100 units of 3/4 inch SS wire clamps but seller does not stock it."", ""reasoning"": ""Buyer had a specific size requirement but it was not available, leading to a quick conclusion with no deal potential."", ""intent_level"": ""Low""}, ""call_outcome"": {""category"": ""Lost"", ""conclusion_notes"": ""Seller does not have the requested 3/4 inch size (3/4 clamp toh nahi milega hamare paas).""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Telugu"", ""Hindi"", ""English""], ""primary_language"": ""Telugu"", ""additional_details"": {""buyer_queries"": [{""query"": ""Do you have stainless steel wire clamps?"", ""category"": ""Availability"", ""sequence"": 1, ""answer_by_seller"": ""Yes, we have stainless steel wire clamps.""}, {""query"": ""Do you have 3/4 inch clamps in 100 number size?"", ""category"": ""Availability"", ""sequence"": 3}], ""seller_queries"": [{""query"": ""Which size do you need?"", ""category"": ""Specifications"", ""sequence"": 2, ""answer_by_buyer"": ""I need 3/4 inch wire clamps, 100 number size.""}]}, ""intended_application"": ""SS Wire Clamp Installation""}, ""products"": [{""in_stock"": ""not sold"", ""product_name"": ""SS Wire Clamp"", ""specifications"": [{""name"": ""Material"", ""value"": ""Stainless Steel"", ""buyer_requested"": true, ""seller_mentioned"": true}, {""name"": ""Size"", ""unit"": ""inch"", ""value"": ""3/4"", ""buyer_requested"": true, ""seller_mentioned"": false}, {""name"": ""Model Number"", ""value"": ""100"", ""buyer_requested"": true, ""seller_mentioned"": false}], ""quantity_required"": {""unit"": ""pieces"", ""value"": 100}, ""related_categories"": [{""name"": ""Stainless Steel Clamps"", ""reason"": ""The product is confirmed to be made of Stainless Steel.""}, {""name"": ""Wire Clamps"", ""reason"": ""The buyer specifically referred to it as a wire clamp.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""SS Hose Clamps"", ""reason"": ""The buyer explicitly asked for SS (Stainless Steel) wire clamps of a specific 3/4 inch size.""}, ""seller_accepts_quantity"": true}], ""next_steps"": {""buyer_next_steps"": [], ""seller_next_steps"": []}, ""buyer_details"": {""buyer_name"": ""dee55bf8057abd8211bf80d6513577ff260e739d627c20762d9d617a393a89db""}, ""seller_details"": {""seller_name"": ""3916284aafcf7adac206d7ea999696b1f22df2e0bb168e3c5896246fb8495485""}}"
370468,374425,3415805,36535,1970-01-01 00:00:00.000,"{""metadata"": {""all_languages"": [""English"", ""Tamil""], ""primary_language"": ""English""}, ""products"": [], ""next_steps"": {}, ""buyer_details"": {}, ""seller_details"": {}}"
52307,52309,11594699,80226,1970-01-01 00:00:00.000,"{""payment"": {}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer is asking for ready-made blouses for 'kaam' (business/work) and inquires about the seller's shop location and business name ('Sarmati Fashion'), indicating an intent to purchase for commercial purposes rather than personal use."", ""evidence"": {""keywords"": [""ready-made blouse"", ""stitchable blouse"", ""shop"", ""kaam""], ""order_type"": ""commercial"", ""repeat_buyer"": false, ""buyer_persona"": ""shop keeper""}}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi""}, ""products"": [{""product_name"": ""ready-made stitchable blouse"", ""specifications"": [{""name"": ""Type"", ""value"": ""ready-made"", ""buyer_requested"": true, ""seller_mentioned"": true}, {""name"": ""Feature"", ""value"": ""stitchable"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""related_categories"": [], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Blouses"", ""reason"": ""The product discussed is explicitly referred to as 'blouse' by both the buyer and seller.""}}], ""next_steps"": {""buyer_next_steps"": [""To visit the shop tomorrow morning""], ""seller_next_steps"": []}, ""buyer_details"": {}, ""seller_details"": {""seller_location"": {""seller_city"": ""Jaipur"", ""seller_locality"": ""Shikhar House""}}, ""minimum_order_quantity"": {}}"
2332655,2349457,7072213,44919,1970-01-01 00:00:00.000,"{""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Contact details and business name exchanged for further details on WhatsApp.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The nature of the product (mattress labels used in manufacturing) and the exchange of a business name ('West Enterprises') indicate a B2B transaction."", ""evidence"": {""keywords"": [""Corner cut label"", ""Side label"", ""Mattress label""], ""order_type"": {""order_type_category"": ""commercial""}, ""repeat_buyer"": false, ""buyer_persona"": {""persona_category"": ""manufacturer""}}}, ""buyer_intent"": {""narrative"": ""Seeking mattress labels (corner cut and side labels) for business use in Tiruppur."", ""reasoning"": ""The buyer identified a specific niche product (corner cut labels), shared their location, and requested a WhatsApp number to send details."", ""intent_level"": ""High""}, ""call_outcome"": {""category"": ""Pending"", ""conclusion_notes"": ""Contact details were exchanged; buyer will send details via WhatsApp (I'll send you the details on any WhatsApp number).""}, ""call_purpose"": ""requirement"", ""all_languages"": [""English""], ""primary_language"": ""English"", ""additional_details"": {""buyer_queries"": [], ""seller_queries"": []}}, ""products"": [{""product_name"": ""Corner cut label"", ""specifications"": [{""name"": ""Type"", ""value"": ""Corner cut"", ""buyer_requested"": true, ""seller_mentioned"": false}], ""related_categories"": [{""name"": ""Mattress Tape"", ""reason"": ""Labels are often part of the overall mattress branding and finishing accessories.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Mattress Accessories"", ""reason"": ""The buyer specifically requested corner cut labels and side labels for mattresses.""}}, {""product_name"": ""Side label"", ""specifications"": [{""name"": ""Type"", ""value"": ""Side label"", ""buyer_requested"": true, ""seller_mentioned"": false}], ""related_categories"": [{""name"": ""Fabric Tapes"", ""reason"": ""Labels are frequently made from fabric materials similar to tapes.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Mattress Accessories"", ""reason"": ""Side labels are standard accessories used in mattress manufacturing.""}}], ""next_steps"": {""buyer_next_steps"": [""To send the requirements details on the provided WhatsApp number""], ""seller_next_steps"": [""To share product details and pricing once requirements are received""]}, ""buyer_details"": {""buyer_name"": ""2248825b88673f4c2889937ad6fbc5a6e1a0dc96c07d56ab67ecec17404b67da"", ""buyer_location"": {""buyer_city"": ""Tiruppur""}}, ""seller_details"": {""seller_name"": ""4320472dca0d474b698d34e00ea152eae7c4fe91290b6745c78ed67b4b0551b4""}}"
101515,101523,11594699,80226,1970-01-01 00:00:00.000,"{""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer contacted the seller via IndiaMART for a product requirement and is asking for the seller's showroom location, which indicates a business-to-business inquiry."", ""evidence"": {""repeat_buyer"": false}}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi""], ""primary_language"": ""Hindi""}, ""products"": [], ""next_steps"": {}, ""buyer_details"": {}, ""seller_details"": {""seller_location"": {""seller_city"": ""जयपुर""}}}"
764411,774746,3415805,36535,1970-01-01 00:00:00.000,"{""payment"": {}, ""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Inquiry about prices and stock for tomorrow for a specific location.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer is inquiring for a project at Nungambakkam, a commercial hub, and asking for specific styles and bulk pricing."", ""evidence"": {""keywords"": [""Blackout"", ""Roller Blinds"", ""Nungambakkam""], ""order_type"": ""Commercial"", ""repeat_buyer"": false, ""buyer_persona"": ""Interior Professional"", ""quantity_scale"": ""High""}}, ""buyer_intent"": {""narrative"": ""Seeking plain and blackout roller blinds for a project in Nungambakkam."", ""reasoning"": ""Clear intent with project location and timeline mentioned."", ""intent_level"": ""High""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Tamil"", ""English""], ""buyer_conclusion"": {""category"": ""Pending"", ""conclusion_notes"": ""Will confirm on WhatsApp after receiving the details.""}, ""primary_language"": ""Tamil"", ""additional_details"": {""buyer_queries"": [{""query"": ""Is there a plain version of the blind available?"", ""category"": ""Product availability"", ""sequence"": 1}, {""query"": ""What are the price differences between the models?"", ""category"": ""Price"", ""sequence"": 2}], ""seller_queries"": [{""query"": ""When do you need it?"", ""category"": ""Project Timeline"", ""sequence"": 3}]}, ""intended_application"": ""Office Commercial Space""}, ""products"": [{""product_name"": ""Blackout Roller Blinds"", ""specifications"": [{""name"": ""Type"", ""value"": ""Blackout""}]}, {""product_name"": ""Plain Roller Blinds"", ""specifications"": [{""name"": ""Type"", ""value"": ""Plain""}]}], ""call_back"": ""callback by In 1 hour - To confirm final pricing and details"", ""next_steps"": {""buyer_next_steps"": [""To send the requirements details on WhatsApp""], ""seller_next_steps"": [""To share the product catalog and pricing breakdown on WhatsApp""]}, ""buyer_details"": {""buyer_name"": ""c4716dac3c5535317436a0494b0aecc9d8513e2a01d290c0bebc8084db2bc8ce""}, ""seller_details"": {""seller_name"": ""fd61ec02e763332c4bf506f69dced65d471b6530e13957b6f6a714df1237968b""}, ""minimum_order_quantity"": {}}"
131761,131769,11594699,80226,1970-01-01 00:00:00.000,"{""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer identified himself as a shop owner with the shop name 'Fancy Laces' and inquired about various blouse brands and designs. The discussion about having '200+ designs' for stretchable blouses and requesting 'courier delivery' for selected items implies a commercial, bulk purchase for business, indicating a B2B call."", ""evidence"": {""keywords"": [""Fancy Laces"", ""200+ designs"", ""courier""], ""order_type"": ""bulk"", ""repeat_buyer"": false, ""buyer_persona"": ""shop keeper"", ""quantity_scale"": ""High""}}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi""}, ""products"": [{""in_stock"": ""in stock"", ""product_name"": ""Stretchable Blouse"", ""specifications"": [{""name"": ""Type"", ""unit"": """", ""value"": ""Stretchable"", ""buyer_requested"": true, ""seller_mentioned"": true}, {""name"": ""Designs Available"", ""unit"": """", ""value"": ""200+"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""related_categories"": [{""name"": ""Blouses"", ""reason"": ""A stretchable blouse is a type of blouse, hence it falls under the general category of blouses.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Stretchable Blouse"", ""reason"": ""The buyer specifically asked about 'stretchable blouse' and the seller confirmed availability and 200+ designs, directly matching this specific category.""}}, {""in_stock"": ""in stock"", ""product_name"": ""Blouses (Desi Lady Brand)"", ""specifications"": [{""name"": ""Brand"", ""unit"": """", ""value"": ""Desi Lady"", ""buyer_requested"": true, ""seller_mentioned"": true}, {""name"": ""Designs"", ""unit"": """", ""value"": ""Available"", ""buyer_requested"": true, ""seller_mentioned"": true}], ""related_categories"": [], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Blouses"", ""reason"": ""The buyer specifically inquired about 'Desi Lady' brand for blouses and the seller confirmed availability of designs, making 'Blouses' the most appropriate category for this branded product.""}}, {""in_stock"": ""in stock"", ""product_name"": ""Blouses (SFT Brand)"", ""specifications"": [{""name"": ""Brand"", ""unit"": """", ""value"": ""SFT"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""related_categories"": [], ""is_buyer_interested"": false, ""most_specific_category"": {""name"": ""Blouses"", ""reason"": ""The seller mentioned 'SFT' as one of the main brands for blouses they deal in, fitting the general 'Blouses' category.""}}, {""in_stock"": ""in stock"", ""product_name"": ""Blouses (Advi Brand)"", ""specifications"": [{""name"": ""Brand"", ""unit"": """", ""value"": ""Advi"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""related_categories"": [], ""is_buyer_interested"": false, ""most_specific_category"": {""name"": ""Blouses"", ""reason"": ""The seller mentioned 'Advi' as one of the main brands for blouses they deal in, fitting the general 'Blouses' category.""}}, {""in_stock"": ""in stock"", ""product_name"": ""Blouses (Britex Brand)"", ""specifications"": [{""name"": ""Brand"", ""unit"": """", ""value"": ""Britex"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""related_categories"": [], ""is_buyer_interested"": false, ""most_specific_category"": {""name"": ""Blouses"", ""reason"": ""The seller mentioned 'Britex' as one of the main brands for blouses they deal in, fitting the general 'Blouses' category.""}}, {""in_stock"": ""in stock"", ""product_name"": ""Blouses (Rupsy Brand)"", ""specifications"": [{""name"": ""Brand"", ""unit"": """", ""value"": ""Rupsy"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""related_categories"": [], ""is_buyer_interested"": false, ""most_specific_category"": {""name"": ""Blouses"", ""reason"": ""The seller mentioned 'Rupsy' as one of the main brands for blouses they deal in, fitting the general 'Blouses' category.""}}], ""next_steps"": {""buyer_next_steps"": [""To call the seller tomorrow for a video call"", ""To select designs from the video call"", ""To provide delivery details for courier""], ""seller_next_steps"": [""To be available for a video call tomorrow"", ""To show designs via video call"", ""To arrange courier delivery after selection""]}, ""buyer_details"": {""buyer_location"": {""buyer_city"": ""Faridabad""}, ""buyer_mobile_number"": ""1f5429110fc97eae3169aa87767bddf8c7554e4ed847eda1395c3c26500e06ae""}, ""seller_details"": {}}"
122815,122823,11594699,80226,1970-01-01 00:00:00.000,"{""payment"": {}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer is asking for a significant quantity of blouses (200-300 pieces initially, and enquiring about prices for quantities over 500 pieces), indicating a bulk purchase for business purposes, likely for a shopkeeper or wholesaler."", ""evidence"": {""repeat_buyer"": false, ""buyer_persona"": ""shop keeper"", ""quantity_scale"": ""High""}}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi""], ""primary_language"": ""Hindi""}, ""products"": [{""price"": {""value"": 60, ""currency"": ""INR"", ""price_unit"": ""piece"", ""offer_details"": ""55 rupay for quantity 500 and above""}, ""in_stock"": ""in stock"", ""product_name"": ""Blouse"", ""specifications"": [{""name"": ""Type"", ""value"": ""Crash"", ""buyer_requested"": true, ""seller_mentioned"": true}], ""quantity_required"": {""unit"": ""piece"", ""value"": 200}, ""related_categories"": [], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Blouses"", ""reason"": ""The buyer explicitly asked for 'blouse' and the seller confirmed availability for a specific type.""}}], ""next_steps"": {}, ""buyer_details"": {}, ""seller_details"": {}, ""minimum_order_quantity"": {}}"
