user_glid,user_role,src_mcat_id,llm_extracted_json_masked,fel.created_at,eto_ofr_display_id,eto_ofr_approv_date_orig
110856589,BUYER,16374,"{""payment"": {}, ""callback"": ""callback by Today - Discuss further (Aaj call karta hoon)"", ""lead_tag"": {""deal_blockers"": [{""detail"": ""Buyer is seeking a regular supplier for resale"", ""category"": ""Other""}], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Interested in purchasing after receiving product photos""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer owns a shop and is looking for a manufacturer to source sports wear regularly for resale."", ""evidence"": {""keywords"": [""Sports Wear"", ""Lower"", ""Direct Manufacturer""], ""order_type"": [""recurring"", ""commercial""], ""repeat_buyer"": true, ""buyer_persona"": {""persona_detail"": ""Clothing Shop Owner"", ""persona_category"": ""retailer""}, ""quantity_scale"": ""High""}}, ""buyer_intent"": {""narrative"": ""Wants repetitive supply of sports shorts and lowers for retail sale"", ""reasoning"": ""Inquiring about factory location and requesting photos for quality check"", ""intent_level"": ""Medium""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""Seller will share photos on WhatsApp (WhatsApp par photo daal do)""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""Where is your factory located?"", ""category"": ""Specifications"", ""sequence"": 1}], ""seller_queries"": [{""query"": ""What items do you need?"", ""category"": ""Availability"", ""sequence"": 2}]}, ""intended_application"": ""Retail Resale""}, ""products"": [{""in_stock"": ""in stock"", ""product_name"": ""NS Shorts"", ""specifications"": [{""name"": ""Material"", ""value"": ""NS"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""related_categories"": [{""name"": ""Men Shorts"", ""reason"": ""General category for the shorts mentioned""}, {""name"": ""Athletic Shorts"", ""reason"": ""Suitable for sports activities""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Men Sports Shorts"", ""reason"": ""Discussed in the context of sports wear manufacturing""}}, {""in_stock"": ""in stock"", ""product_name"": ""Sports Lower"", ""specifications"": [{""name"": ""Category"", ""value"": ""Sports"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""related_categories"": [{""name"": ""Men Knit Shorts"", ""reason"": ""Common material used for sports lower garments""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Men Shorts"", ""reason"": ""Buyer specifically asked for sports lowers and shorts""}}], ""next_steps"": {""buyer_next_steps"": [""To check product photos on WhatsApp""], ""seller_next_steps"": [""To share product photos of shorts and lowers on WhatsApp""]}, ""buyer_details"": {""buyer_name"": ""33c2d98af7a0097eb2c2483b2f8ebea407e340d0172fa7b53e7acc6496706c7a"", ""buyer_mobile_number"": ""fcc08bdf99913bcccad114d4ffbdb9b3f14042e41953754b6f0ee2e245e89101""}, ""seller_details"": {""seller_name"": ""742abc8dbbe64738ca5b2d3def1f9da6319401cd9abe7e4ff74229f3847fa8bf"", ""seller_location"": {""seller_city"": ""Bulandshahr""}}}",2026-07-30 10:23:40.078,148560697995,29/07/26
272132301,BUYER,40991,"{""lead_tag"": {""deal_blockers"": [{""detail"": ""Seller does not sell ESAB brand products; only sells their own brand named Sabu."", ""category"": ""Availability""}], ""deal_readiness"": ""Cold"", ""deal_readiness_reason"": ""The seller does not deal in the specific brand requested by the buyer, leading to a quick disengagement.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The call was a brief inquiry about specific industrial safety products (welding gloves). Although it ended quickly due to brand unavailability, the nature of the product is industrial."", ""evidence"": {""keywords"": [""Welding hand gloves"", ""Safety gloves""]}}, ""buyer_intent"": {""narrative"": ""The buyer is looking for ESAB brand safety and welding hand gloves."", ""reasoning"": ""The buyer inquired about a specific brand which the seller did not have, leading to an immediate end of the call."", ""intent_level"": ""Low""}, ""call_outcome"": {""category"": ""Lost"", ""conclusion_notes"": ""The seller does not stock the requested brand ESAB (Esab ka toh hum log nahi rakhte).""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""Do you have ESAB safety and welding hand gloves?"", ""category"": ""Availability"", ""sequence"": 1, ""answer_by_seller"": ""We do not keep ESAB; we have our own brand called Sabu.""}], ""seller_queries"": []}}, ""products"": [{""product_name"": ""Sabu (ESAB)"", ""specifications"": [{""name"": ""Brand"", ""value"": ""Sabu"", ""buyer_requested"": true, ""seller_mentioned"": true}], ""related_categories"": [{""name"": ""Industrial Gloves"", ""reason"": ""Welding gloves are a subset of industrial safety equipment used for protection.""}, {""name"": ""Safety Gloves"", ""reason"": ""The buyer explicitly mentioned safety hand gloves.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Welding Gloves"", ""reason"": ""The buyer specifically asked for welding hand gloves and ESAB safety equipment.""}}], ""next_steps"": {""buyer_next_steps"": [], ""seller_next_steps"": []}, ""buyer_details"": {""buyer_name"": ""1f34503f65b4a355a94ee54da8e34541007cc66ec548c61b8dafbea21a1a0787""}, ""seller_details"": {""seller_name"": ""45fab2fd52dcaa7d97b18a1762af1f2d63d2e54b607521ed83768317c7b3257c""}}",2026-07-30 09:37:18.921,148527346334,29/07/26
272132301,BUYER,40991,"{""payment"": {}, ""callback"": """", ""lead_tag"": {""deal_blockers"": [{""detail"": ""Seller does not deal in the requested brand (Esab)"", ""category"": ""Availability""}], ""deal_readiness"": ""Cold"", ""deal_readiness_reason"": ""Seller does not supply the specific brand requested by the buyer""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer was seeking a specific brand of safety equipment for welding, but the seller clarified they only trade and do not stock that specific brand, leading to a dead end."", ""evidence"": {""keywords"": [""Welding Hand Gloves"", ""Esab Brand"", ""Trading""], ""order_type"": [""other""], ""repeat_buyer"": false, ""quantity_scale"": ""Low""}}, ""buyer_intent"": {""narrative"": ""Buyer is looking for Esab brand welding hand gloves."", ""reasoning"": ""The buyer specifically asked for Esab brand welding hand gloves but the seller confirmed they do not deal in this brand."", ""intent_level"": ""Medium""}, ""call_outcome"": {""category"": ""Lost"", ""conclusion_notes"": ""Seller does not have the requested brand (Esab ka nahi milega)""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""Do you have Esab welding hand gloves?"", ""category"": ""Availability"", ""sequence"": 1, ""answer_by_seller"": ""No we do not have Esab brand.""}, {""query"": ""Are you a manufacturer?"", ""category"": ""Other"", ""sequence"": 2, ""answer_by_seller"": ""No, we are into trading.""}, {""query"": ""So what do you supply?"", ""category"": ""Other"", ""sequence"": 3, ""answer_by_seller"": ""We don't supply Esab.""}], ""seller_queries"": []}}, ""products"": [{""in_stock"": ""not sold"", ""product_name"": ""Esab Welding Hand Gloves"", ""specifications"": [{""name"": ""Brand"", ""value"": ""Esab"", ""buyer_requested"": true, ""seller_mentioned"": true}], ""related_categories"": [{""name"": ""Safety Gloves"", ""reason"": ""Welding gloves are a specialized type of safety gloves used for industrial protection.""}, {""name"": ""Industrial Gloves"", ""reason"": ""These gloves are used in industrial welding applications.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Welding Gloves"", ""reason"": ""The buyer specifically asked for welding hand gloves.""}}], ""next_steps"": {""buyer_next_steps"": [], ""seller_next_steps"": []}, ""buyer_details"": {""buyer_name"": ""1f34503f65b4a355a94ee54da8e34541007cc66ec548c61b8dafbea21a1a0787""}, ""seller_details"": {}}",2026-07-30 09:36:47.653,148527346334,29/07/26
110856589,BUYER,16374,"{""payment"": {}, ""callback"": ""callback by Tomorrow 5 PM - To finalize (Kal 5 baje call karta hoon)"", ""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Buyer inquired about specific rates for different types of NS shorts showing genuine interest in pricing.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The conversation focuses on manufacturing, wholesale rates (100-110 INR), and the possibility of supply/procurement, which are typical of B2B trade."", ""evidence"": {""order_type"": [""bulk"", ""commercial""]}}, ""buyer_intent"": {""narrative"": ""Buyer is checking wholesale rates for different varieties of NS shorts, including plain and striped designs."", ""reasoning"": ""The buyer asked for specific price points for various designs (plain vs. striped) and also inquired if the seller procures products from others, suggesting a business-to-business context."", ""intent_level"": ""Medium""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""The buyer inquired about rates and the seller shared pricing, with an implied callback to finalize details (Kal 5 baje call karta hoon).""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""What is the rate for NS shorts?"", ""category"": ""Pricing"", ""sequence"": 1, ""answer_by_seller"": ""The rate for NS shorts is 100 rupees.""}, {""query"": ""Is the rate for plain shorts also 100 rupees?"", ""category"": ""Pricing"", ""sequence"": 2, ""answer_by_seller"": ""Yes, plain shorts are also 100 rupees.""}, {""query"": ""What is the price for basic two or three-stripe shorts?"", ""category"": ""Pricing"", ""sequence"": 3, ""answer_by_seller"": ""The three-stripe shorts are 110 rupees.""}, {""query"": ""Do you also buy shorts if I provide them to you?"", ""category"": ""Other"", ""sequence"": 4, ""answer_by_seller"": ""No, I have my own manufacturing unit and I make them myself.""}], ""seller_queries"": []}}, ""products"": [{""price"": {""value"": 100, ""currency"": ""INR"", ""price_unit"": ""piece""}, ""in_stock"": ""in stock"", ""product_name"": ""NS Plain Shorts"", ""specifications"": [{""name"": ""Material"", ""value"": ""NS"", ""buyer_requested"": false, ""seller_mentioned"": true}, {""name"": ""Design"", ""value"": ""Plain"", ""buyer_requested"": true, ""seller_mentioned"": true}], ""related_categories"": [{""name"": ""Men Sports Shorts"", ""reason"": ""NS fabric is commonly used in athletic and sports shorts.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Men Shorts"", ""reason"": ""The products discussed are shorts made of NS fabric, categorized generally as men's shorts.""}}, {""price"": {""value"": 110, ""currency"": ""INR"", ""price_unit"": ""piece""}, ""in_stock"": ""in stock"", ""product_name"": ""NS 3-Stripe Shorts (Teen Patti)"", ""specifications"": [{""name"": ""Material"", ""value"": ""NS"", ""buyer_requested"": false, ""seller_mentioned"": true}, {""name"": ""Design"", ""value"": ""3-Stripe (Teen Patti)"", ""buyer_requested"": true, ""seller_mentioned"": true}], ""related_categories"": [{""name"": ""Men Sports Shorts"", ""reason"": ""Striped NS shorts are typically marketed as sportswear.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Men Shorts"", ""reason"": ""The product is a variation of NS shorts with a striped design.""}}, {""in_stock"": ""in stock"", ""product_name"": ""NS 2-Stripe Shorts (Do Patti)"", ""specifications"": [{""name"": ""Material"", ""value"": ""NS"", ""buyer_requested"": false, ""seller_mentioned"": true}, {""name"": ""Design"", ""value"": ""2-Stripe (Do Patti)"", ""buyer_requested"": true, ""seller_mentioned"": false}], ""related_categories"": [{""name"": ""Men Sports Shorts"", ""reason"": ""NS fabric shorts with stripes are used in sports and athletic contexts.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Men Shorts"", ""reason"": ""Buyer specifically asked for 'do patti' (2-stripe) variations of NS shorts.""}}], ""next_steps"": {""buyer_next_steps"": [""To call back at 5 PM tomorrow to finalize the deal""], ""seller_next_steps"": []}, ""buyer_details"": {}, ""seller_details"": {}}",2026-07-30 08:53:07.237,148560697995,29/07/26
20625028,BUYER,149776,"{""callback"": ""callback by Today - To share technical specifications and requirement details on WhatsApp (WhatsApp number hai to main aapko WhatsApp karta hoon uspe mujhe woh bhej dijiye)"", ""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Hot"", ""deal_readiness_reason"": ""Wants a complete setup and is sharing specifications immediately on WhatsApp for a quote. ""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""Discussing industrial machinery (Filter Press) for used oil processing in a commercial context."", ""evidence"": {""keywords"": [""Used Engine Oil"", ""Black Oil"", ""Filter Press"", ""MS Plate Tie Bar""], ""order_type"": [""commercial"", ""bulk""], ""repeat_buyer"": false, ""quantity_scale"": ""High""}}, ""buyer_intent"": {""narrative"": ""Wants a 36x36 Filter Press setup for filtering used engine oil and is sharing details for a quote."", ""reasoning"": ""Knows specific size requirement (36x36), has a clear use case (engine oil filtration), and is providing technical details for a formal quotation."", ""intent_level"": ""High""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""Sharing details on WhatsApp (WhatsApp kijiye main specifications bhejta hoon)""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""What will you provide in this (Filter)?"", ""category"": ""Specifications"", ""sequence"": 2}, {""query"": ""I need 36x36 filter?"", ""category"": ""Specifications"", ""sequence"": 3}], ""seller_queries"": [{""query"": ""What product needs to be filtered?"", ""category"": ""Specifications"", ""sequence"": 1}, {""query"": ""Where are you calling from?"", ""category"": ""Location"", ""sequence"": 4}]}}, ""products"": [{""in_stock"": ""in stock"", ""product_name"": ""Filter Press"", ""specifications"": [{""name"": ""Size"", ""unit"": ""inch"", ""value"": ""36x36"", ""buyer_requested"": true, ""seller_mentioned"": false}, {""name"": ""Application"", ""value"": ""Engine Oil Filtration"", ""buyer_requested"": false, ""seller_mentioned"": false}, {""name"": ""Color Modification"", ""value"": ""No color change only particle separation"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""related_categories"": [{""name"": ""Oil Filter Press"", ""reason"": ""Explicitly discussed for filtering used engine oil.""}, {""name"": ""Hydraulic Filter Press"", ""reason"": ""Mentioned as a complete setup including MS plates and tie bars typical of industrial filter presses.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Filter Press"", ""reason"": ""General term used for the filtration equipment discussed for oil processing.""}}, {""in_stock"": ""in stock"", ""product_name"": ""Filter Cloth"", ""specifications"": [{""name"": ""Included In Package"", ""value"": ""Yes"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Filter Press Cloth"", ""reason"": ""Specifically mentioned as part of the filter press package.""}}], ""next_steps"": {""buyer_next_steps"": [""To share detailed specifications of required components on WhatsApp""], ""seller_next_steps"": [""To provide a formal quotation after receiving details on WhatsApp""]}, ""buyer_details"": {""buyer_name"": ""b06514d8bc65875cc670a226aa945c492c126ef2da71f226c3ed938aacb27f30""}, ""seller_details"": {""seller_name"": ""52ed093a2b6dec6a84bd663a68a4d664088549b3494e29b8ddaeac90dea52543""}}",2026-07-30 05:20:32.825,148561414867,29/07/26
125423377,BUYER,50414,"{""callback"": ""callback by Tomorrow 5 PM - to discuss the price details (Nale 5 mani call cheyam)"", ""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Buyer is genuinely interested in the product but needs to confirm pricing and finalize the order details.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""The buyer is inquiring about a bulk pack of 48 pulling toys, which suggests intent for commercial resale."", ""evidence"": {""keywords"": [""Retail Shop""], ""order_type"": [""bulk"", ""commercial""], ""repeat_buyer"": false, ""buyer_persona"": {""persona_category"": ""retailer""}, ""quantity_scale"": ""High""}}, ""buyer_intent"": {""narrative"": ""Buyer is trying to purchase a pulling toy set of 48 pieces and is seeking help for the order process."", ""reasoning"": ""Buyer expressed strong interest by stating they tried booking online and specifically requested pricing to proceed."", ""intent_level"": ""High""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""The buyer and seller agreed to a follow-up call at 5 PM the next day to discuss the price. (Nale 5 mani call cheyam)""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Malayalam"", ""English""], ""primary_language"": ""Malayalam"", ""additional_details"": {""buyer_queries"": [{""query"": ""Where is the location?"", ""category"": ""Other"", ""sequence"": 1}, {""query"": ""I am unable to book the product."", ""category"": ""Other"", ""sequence"": 2}], ""seller_queries"": [{""query"": ""Which product do you need?"", ""category"": ""Specifications"", ""sequence"": 3}]}}, ""products"": [{""in_stock"": ""in stock"", ""product_name"": ""Pulling Toy Set"", ""specifications"": [{""name"": ""Quantity Per Pack"", ""unit"": ""pieces"", ""value"": ""48"", ""buyer_requested"": false, ""seller_mentioned"": true}], ""quantity_required"": {""unit"": ""pack"", ""value"": 1}, ""related_categories"": [{""name"": ""Kids Toys"", ""reason"": ""Pulling toys are a standard category within general kids' toys.""}, {""name"": ""Toy Vehicles"", ""reason"": ""Commonly, these sets consist of various toy vehicles.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Pull Back Toy"", ""reason"": ""The product is described as a pulling toy set, specifically a '48 piece pull pack'.""}, ""seller_accepts_quantity"": true}], ""next_steps"": {""buyer_next_steps"": [""To call the seller at 5 PM tomorrow""], ""seller_next_steps"": [""To share product price and catalog over phone""]}, ""buyer_details"": {""buyer_name"": ""0522a55e2d5f0993a3d66d28864b2862a7218a75ea7968b075333434404485c3""}, ""seller_details"": {""seller_name"": ""3728a121efabad8dd43c044d9832ca3b8d79fe3d14055613dfdcce96c9405710""}}",2026-07-30 05:19:23.389,148561103863,29/07/26
272132301,BUYER,40991,"{""payment"": {}, ""callback"": """", ""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Business use requirement expressed but waiting for specifications and images to confirm.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""Buyer is seeking safety gloves for their business use in Pune, indicating a B2B requirement for operational safety."", ""evidence"": {""keywords"": [""Business Use""], ""order_type"": [""commercial""], ""buyer_persona"": {""persona_detail"": ""Business Owner"", ""persona_category"": ""other""}}}, ""buyer_intent"": {""narrative"": ""Wants ESAB brand safety hand gloves for their own business use in Pune."", ""reasoning"": ""Clarified brand preference and stated use for their own business, with specific location and contact details shared."", ""intent_level"": ""High""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""Images and price will be shared on WhatsApp (Images bhejti hoon fir price check karte hain)""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""Do you have ESAB safety hand gloves?"", ""category"": ""Availability"", ""sequence"": 1}, {""query"": ""What is the price of the available gloves?"", ""category"": ""Pricing"", ""sequence"": 2}], ""seller_queries"": [{""query"": ""How many inches do you want and which type?"", ""category"": ""Specifications"", ""sequence"": 3}, {""query"": ""Do you need these for reselling?"", ""category"": ""Specifications"", ""sequence"": 4}, {""query"": ""From where are you calling?"", ""category"": ""Location"", ""sequence"": 5}, {""query"": ""Can you share your WhatsApp number?"", ""category"": ""Other"", ""sequence"": 6}]}, ""intended_application"": ""Business Use""}, ""products"": [{""product_name"": ""ESAB Safety Hand Gloves"", ""specifications"": [{""name"": ""Brand"", ""value"": ""ESAB"", ""buyer_requested"": true, ""seller_mentioned"": false}], ""related_categories"": [{""name"": ""Industrial Gloves"", ""reason"": ""Safety gloves used for business/industrial operations.""}, {""name"": ""Hand Gloves"", ""reason"": ""General product category for the requested item.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Safety Gloves"", ""reason"": ""The buyer specifically asked for safety hand gloves for business use.""}}], ""next_steps"": {""buyer_next_steps"": [""To share reference image of the required glove on WhatsApp""], ""seller_next_steps"": [""To share available glove pictures and prices on WhatsApp""]}, ""buyer_details"": {""buyer_name"": ""1f34503f65b4a355a94ee54da8e34541007cc66ec548c61b8dafbea21a1a0787"", ""buyer_location"": {""buyer_city"": ""Pune""}, ""buyer_mobile_number"": ""07a9518e4856078f0a7bedadf808efa3b6a8631844081996315c394b61114cdd""}, ""seller_details"": {""seller_name"": ""794cea7c87046fedabea96159b5a575f95f3c71f488728d4fb82354e2f443dec""}}",2026-07-30 05:10:29.188,148527346334,29/07/26
106164548,BUYER,189973,"{""payment"": {}, ""callback"": ""callback by Tomorrow - To send the invoice (Kal main aapko bhej dungi invoice)"", ""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Hot"", ""deal_readiness_reason"": ""The buyer has a specific requirement and is awaiting the invoice for payment tomorrow.""}, ""metadata"": {""call_type"": {""type"": ""B2C"", ""reason"": ""The buyer is ordering single units for demo purposes, indicating a potential professional or small-scale testing requirement."", ""evidence"": {""keywords"": [""NodeMCU"", ""OLED Display"", ""Demo""], ""order_type"": [""trial"", ""sample""], ""quantity_scale"": ""Low""}}, ""buyer_intent"": {""narrative"": ""Wants single units of NodeMCU and OLED display for demo purposes."", ""reasoning"": ""The buyer knew the exact part numbers and confirmed their demo requirement."", ""intent_level"": ""High""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""The seller will send the invoice tomorrow for further processing (Kal main aapko bhej dungi invoice).""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""Can I order a NodeMCU ESP8266?"", ""category"": ""Availability"", ""sequence"": 1}], ""seller_queries"": [{""query"": ""How many pieces do you need?"", ""category"": ""Quantity"", ""sequence"": 2}]}}, ""products"": [{""in_stock"": ""in stock"", ""product_name"": ""OLED Display"", ""quantity_required"": {""unit"": ""piece"", ""value"": 1}, ""related_categories"": [{""name"": ""Character Displays"", ""reason"": ""OLED displays are often used for character and graphic display applications.""}, {""name"": ""Monochrome LED Display"", ""reason"": ""Many small OLED modules are monochrome.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""LED Displays"", ""reason"": ""The buyer explicitly asked for an OLED display commonly categorized under LED displays.""}, ""seller_accepts_quantity"": true}, {""in_stock"": ""in stock"", ""product_name"": ""NodeMCU ESP8266"", ""quantity_required"": {""unit"": ""piece"", ""value"": 1}, ""related_categories"": [{""name"": ""Display Systems"", ""reason"": ""Used as a controller for various display systems.""}], ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Industrial LED Display"", ""reason"": ""NodeMCU units are frequently used in industrial monitoring and display systems.""}, ""seller_accepts_quantity"": true}], ""next_steps"": {""buyer_next_steps"": [""To message the seller on WhatsApp.""], ""seller_next_steps"": [""To send the invoice on WhatsApp tomorrow.""]}, ""buyer_details"": {""buyer_name"": ""68dfe54a15c594cb490b04fb74716bdd3a4c67f0dc8fba3e46beba8a369f2216""}, ""seller_details"": {""seller_location"": {""seller_city"": ""Jaipur""}}}",2026-07-29 15:39:22.522,148561182246,29/07/26
154639904,BUYER,190099,"{""callback"": ""callback by Tomorrow - To discuss Pune outlet possibility (Kal call karta hoon)"", ""lead_tag"": {""deal_blockers"": [{""detail"": ""Seller only has outlet in Mumbai, buyer is looking for a Pune outlet."", ""category"": ""Location""}], ""deal_readiness"": ""Cold"", ""deal_readiness_reason"": ""The buyer was specifically looking for a Pune location which the seller does not have.""}, ""metadata"": {""call_type"": {""type"": ""B2C"", ""reason"": ""The call was a brief inquiry about shop location and did not progress to any commercial or bulk discussion."", ""evidence"": {""keywords"": [""Shop Location"", ""Pune Outlet""], ""order_type"": [""other""]}}, ""buyer_intent"": {""narrative"": ""The buyer was inquiring about the seller's shop location, specifically looking for an outlet in Pune."", ""reasoning"": ""The conversation was very brief and focused only on location without discussing any specific product details or quantities."", ""intent_level"": ""Low""}, ""call_outcome"": {""category"": ""Lost"", ""conclusion_notes"": ""The buyer was looking for a shop in Pune which the seller does not have (Pune mein outlet nahi hai).""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""Where is your shop located?"", ""category"": ""Location"", ""sequence"": 1}, {""query"": ""Do you have an outlet in Pune?"", ""category"": ""Location"", ""sequence"": 2}], ""seller_queries"": []}}, ""products"": [{""product_name"": ""Hangers"", ""is_buyer_interested"": true, ""most_specific_category"": {""name"": ""Hangers"", ""reason"": ""The seller is identified as The Sony Products who deals in hangers, and the call was initiated from category context.""}}], ""next_steps"": {""buyer_next_steps"": [], ""seller_next_steps"": []}, ""buyer_details"": {""buyer_mobile_number"": ""a1382dd513decf7909683f3a55ae9fe17fe4b320d7735ea0d73e0047414282e3""}, ""seller_details"": {""seller_name"": ""22912c6c990ca05aa7d7fb8e46e8e175b3d13210b96c5e82c952558ec1d585fc"", ""seller_mobile_number"": ""5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9""}}",2026-07-29 13:31:56.870,148561489967,29/07/26
62792573,BUYER,88203,"{""callback"": ""callback by Tomorrow - To share catalog and price details (Main aapko ye number pe detail dalta hoon)"", ""lead_tag"": {""deal_blockers"": [], ""deal_readiness"": ""Warm"", ""deal_readiness_reason"": ""Buyer is inquiring about chips for potential purchase with a low MOQ of 1kg but waiting for catalog details.""}, ""metadata"": {""call_type"": {""type"": ""B2B"", ""reason"": ""Buyer is seeking products via B2B platform and asking for rate cards and portfolios, suggesting potential resale even if quantity starts low."", ""evidence"": {""order_type"": [""commercial""], ""buyer_persona"": {""persona_category"": ""retailer""}, ""quantity_scale"": ""Low""}}, ""buyer_intent"": {""narrative"": ""Wants to buy chips and is inquiring about product range and MOQ."", ""reasoning"": ""Buyer is clear about what they want (chips) and has asked for MOQ and catalog details."", ""intent_level"": ""Medium""}, ""call_outcome"": {""category"": ""Follow-up"", ""conclusion_notes"": ""Seller will share product details and rate card on WhatsApp (Main aapko ye number pe detail dalta hoon rate card aur product portfolio ka).""}, ""call_purpose"": ""requirement"", ""all_languages"": [""Hindi"", ""English""], ""primary_language"": ""Hindi"", ""additional_details"": {""buyer_queries"": [{""query"": ""What are your products?"", ""category"": ""Specifications"", ""sequence"": 2, ""answer_by_seller"": ""I will send the detail on this number Aryan. Last 1403. I will send you the rate card and product portfolio.""}, {""query"": ""What is your MOQ?"", ""category"": ""Quantity"", ""sequence"": 3, ""answer_by_seller"": ""The MOQ is nothing, you can start with minimum 1kg.""}], ""seller_queries"": [{""query"": ""Where are you calling from?"", ""category"": ""Location"", ""sequence"": 1, ""answer_by_buyer"": ""I am calling from Siliguri.""}]}, ""intended_application"": ""Retail Resale""}, ""products"": [{""in_stock"": ""in stock"", ""product_name"": ""Chips"", ""related_categories"": [{""name"": ""Snack Foods"", ""reason"": ""Chips are a sub-category of broader snack foods.""}, {""name"": ""Roasted Snack"", ""reason"": ""Many chips fall under the category of roasted or fried snacks.""}], ""is_buyer_interested"": true, ""minimum_order_quantity"": {""unit"": ""kg"", ""value"": 1}, ""most_specific_category"": {""name"": ""Chips"", ""reason"": ""The buyer explicitly asked for 'chips' and is inquiring about snack products.""}}], ""next_steps"": {""buyer_next_steps"": [""To check catalogs and rate cards shared by seller.""], ""seller_next_steps"": [""To share product portfolio on WhatsApp."", ""To send rate card for chips.""]}, ""buyer_details"": {""buyer_name"": ""f177e7f92ca0491c7b15e54133fe430b1cb90bf169fd433f15d4b29dfcdef33d""}, ""seller_details"": {""seller_name"": ""a6b988796bd91c209657d13fc7c14b8a7c9652cec0232f97046adb2e916ed5cc""}}",2026-07-29 13:16:01.839,148562514059,29/07/26
